,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
9889,0.0,0.0,0.0,9,1,9,Murray Gold has composed music for how many things?,[['dbo:composer']],"['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:musicBy', 'dbo:musicComposer', 'dbp:artist', 'dbp:associatedActs', 'dbp:composer', 'dbp:music', 'dbp:themeMusicComposer']",count
9908,0.0,0.0,0.0,7,1,2,Is Anne Hidalgo the mayor of Paris?,[['dbo:mayor']],"['dbo:leaderName', 'dbp:mayor']",boolean
9969,0.0,0.0,0.0,16,2,6,Name the president who has relations with Clinton family and had a lieutenant named Winston Bryant?,"[['dbo:lieutenant'], ['dbo:relation']]","['dbo:almaMater', 'dbo:president', 'dbo:spouse', 'dbo:vicePresident', 'dbp:keyPeople', 'dbp:president']",list
9971,0.0,0.0,0.0,10,1,2,what is the show a step into the past about,[['dbo:genre']],"['dbo:country', 'dbp:genre']",factoid
9977,0.0,0.0,0.0,11,1,1,Name a classical music piece written by the new york philharmonic,[['dbo:artist']],['dbo:genre'],list
9979,0.0,0.0,0.0,6,1,3,where is cross hill based in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
9983,0.0,0.0,0.0,6,1,1,What kind of fiction is primeval,[['dbp:genre']],['dbo:literaryGenre'],factoid
9994,0.0,0.0,0.0,10,1,1,Name an irish blues rock bass guitarist born in belfast,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:genre'],list
10015,0.0,0.0,0.0,9,1,3,What was the result of Operation Autumn Clouds ?,[['dbp:result']],"['dbo:date', 'dbo:place', 'dbp:areas']",factoid
10023,0.0,0.0,0.0,5,1,1,what genre is modesty blaise,[['dbo:literaryGenre']],['dbo:genre'],factoid
10030,0.0,0.0,0.0,7,1,1,what is a work by mercedes lackey,[['dbo:author']],['dbo:writer'],factoid
10034,0.0,0.0,0.0,18,2,2,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,"[['dbp:poleDriver'], ['dbp:firstDriver']]","['dbo:poleDriver', 'dbp:race']",list
10044,0.0,0.0,0.0,11,1,1,what is an album released by a dominican singer in 1998,[['dbo:type']],['dbo:artist'],factoid
10057,0.0,0.0,0.0,11,1,2,Who is the composer of Girl from the North Country ?,[['dbo:composer']],"['dbo:musicalArtist', 'dbo:writer']",factoid
10060,0.0,0.0,0.0,9,1,1,what style of art is henri matisse known for,[['dbo:field']],['dbo:movement'],factoid
10075,0.0,0.0,0.0,6,1,2,Which presidents were born in 1945?,[['dbo:birthDate']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
10078,0.0,0.0,0.0,7,1,1,what kind of album is dexter blows,[['dbo:type']],['dbo:genre'],factoid
10081,0.0,0.0,0.0,6,1,2,what is charles a. gunn's nationality,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
10107,0.0,0.0,0.0,10,1,2,how big is the total area of North Rhine- Westphalia?,[['dbo:areaTotal']],"['dbo:capital', 'dbo:largestCity']",factoid
10114,0.0,0.0,0.0,5,1,1,Where was Liliya Lobanova born?,[['dbp:birthplace']],['dbo:birthPlace'],factoid
10126,0.0,0.0,0.0,7,1,3,Who does Cam PLante plays for ?,[['dbp:playedFor']],"['dbo:formerTeam', 'dbo:position', 'dbo:team']",factoid
10132,0.0,0.0,0.0,6,1,1,which position does brian tyms play,[['dbp:currentpositionplain']],['dbo:position'],factoid
10136,0.0,0.0,0.0,6,1,1,What position does joel klatt play?,[['dbp:position']],['dbo:position'],factoid
10140,0.0,0.0,0.0,9,1,1,"What type of album is like blood, like honey",[['dbo:type']],['dbo:genre'],factoid
10158,0.0,0.0,0.0,5,1,5,Where is motagua river located?,[['dbo:locatedInArea']],"['dbo:city', 'dbo:country', 'dbo:district', 'dbo:region', 'dbo:state']",factoid
10170,0.0,0.0,0.0,6,1,3,List the companies operating in Australia?,[['dbo:regionServed']],"['dbo:industry', 'dbo:location', 'dbp:headquarters']",list
10220,0.0,0.0,0.0,6,1,2,Was Reza Amrollahi born in Iran?,[['dbp:birthplace']],"['dbo:birthPlace', 'dbp:birthPlace']",boolean
10228,0.0,0.0,0.0,7,1,1,what type of program is twin spica,[['dbp:genre']],['dbo:genre'],factoid
10231,0.0,0.0,0.0,4,1,1,who wrote cover up?,[['dbo:author']],['dbo:writer'],factoid
10254,0.0,0.0,0.0,5,1,2,What does ICRO stand for?,[['dbo:abbreviation']],"['dbo:hubAirport', 'dbo:location']",factoid
10257,0.0,0.0,0.0,9,1,2,This album by Chimaira is an example of deathcore.,[['dbo:genre']],"['dbo:artist', 'dbo:recordLabel']",factoid
10259,0.0,0.0,0.0,5,1,5,Where is titisee located within,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:region', 'dbo:state']",factoid
10260,0.0,0.0,0.0,4,1,1,Who wrote echo park,[['dbo:author']],['dbo:writer'],factoid
