,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,training_count
6351,0.0,0.0,0.0,8,1,0,To which families does the Koolakamba belong ?,[['dbo:family']],[],[[20]]
6352,0.0,0.0,0.0,8,1,1,in what italian city was aleksander gierymski born,[['dbo:deathPlace']],['dbo:birthPlace'],[[1213]]
6366,0.0,0.0,0.0,11,1,0,What is the television show whose executive producer is Steven Peterman?,[['dbp:executiveProducer']],[],[[4]]
6375,0.0,0.0,0.0,6,1,1,what types of play is geist,[['dbp:modes']],['dbo:genre'],[[265]]
6378,0.0,0.0,0.0,8,1,0,what country does the rokan river flow into,[['dbo:sourceCountry']],[],[[22]]
6386,0.0,0.0,0.0,10,2,0,What games are played at universities in Lanao Del Sur?,"[['dbo:state'], ['dbo:athletics']]",[],"[[875], [10]]"
6389,0.0,0.0,0.0,7,1,1,what is the nationality of tomasz szczypiński?,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
6399,0.0,0.0,0.0,11,2,0,What is the common school of Chris Marve and Neria Douglass?,"[['dbo:school'], ['dbo:almaMater']]",[],"[[5], [45]]"
6402,0.0,0.0,0.0,7,1,0,Josef Bhler belongs to which political party?,[['dbo:occupation']],[],[[629]]
6407,0.5,0.5,0.5,7,2,2,Katharevousa writers have been given which awards?,"[['dbp:movement'], ['dbo:award']]","['dbo:award', 'dbp:awards']","[[3], [67]]"
6408,0.0,0.0,0.0,6,1,1,what types of music is tabarly,[['dbo:type']],['dbo:genre'],[[1160]]
6437,0.0,0.0,0.0,12,2,0,Name the river flowing through Reading and source place as Gloucestershire ?,"[['dbo:city'], ['dbo:sourcePlace']]",[],"[[1218], [9]]"
6440,0.0,0.0,0.0,8,1,0,What is the birth place of tommy hayes?,[['dbp:birthPlace']],[],[[1526]]
6447,0.0,0.0,0.0,7,1,1,Where did Rheinmetall MG 60 originated ?,[['dbo:origin']],['dbo:hometown'],[[21]]
6455,0.0,0.0,0.0,15,2,0,"What is on the border of the places which fall under crook county municipality, oregon?","[['dbo:municipality'], ['dbo:border']]",[],"[[9], [9]]"
6465,0.0,0.0,0.0,15,2,0,Which executive producer of the ultimate merger is also an important person at Trump Productions?,"[['dbo:executiveProducer'], ['dbo:keyPerson']]",[],"[[19], [17]]"
6467,0.0,0.0,0.0,4,1,1,who wrote cover up?,[['dbo:author']],['dbo:writer'],[[426]]
6473,0.0,0.0,0.0,13,2,0,Name the islands that belong to the archipelago whose largest city is Papeete?,"[['dbo:largestCity'], ['dbp:archipelago']]",[],"[[23], [9]]"
6477,0.0,0.0,0.0,12,2,0,Name few companies where don berlin and michael sears have worked together?,"[['dbo:employer'], ['dbo:employer']]",[],"[[18], [18]]"
6479,0.0,0.0,0.0,7,2,0,In which countries have models hanged themselves?,"[['dbp:deathCause'], ['dbp:citizenship']]",[],"[[4], [7]]"
6487,0.0,0.0,0.0,9,1,0,Name the sport league of Hampton Roads Rhinos ?,[['dbp:league']],[],[[12]]
6496,0.0,0.0,0.0,9,1,0,what was the next episode after  the inheritors,[['dbo:subsequentWork']],[],[[31]]
6502,0.0,0.0,0.0,7,1,0,where does 96.3 real radio xs reach,[['dbo:broadcastArea']],[],[[48]]
6513,0.0,0.0,0.0,9,1,1,what is the aircraft model of grumman f8f bearcat,[['dbo:manufacturer']],['dbo:class'],[[58]]
6514,0.0,0.0,0.0,4,1,0,which city contains forest,"[['dbo:region', 'dbo:state']]",[],"[[1153, 875]]"
6518,0.0,0.0,0.0,6,1,1,where is sidney wade originally from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
6524,0.0,0.0,0.0,11,2,1,What currencies are used in the country whose capital is Podgorica?,"[['dbo:capital'], ['dbp:currency']]",['dbo:currency'],"[[21], [7]]"
6537,0.0,0.0,0.0,12,2,0,Who founded the city at the end of the Pittsburgh Line route?,"[['dbo:routeEnd'], ['dbo:founder']]",[],"[[17], [14]]"
6538,0.0,0.0,0.0,6,1,0,When did Finland join the EU?,[['dbp:accessioneudate']],[],[[2]]
6539,0.0,0.0,0.0,15,1,0,In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?,[['dbp:city']],[],[[28]]
6563,0.0,0.0,0.0,5,1,1,What's an album from levert,[['dbo:artist']],['dbo:type'],[[1147]]
6577,0.0,0.0,0.0,7,1,1,what kind of program was frannie's turn?,[['dbo:genre']],['dbp:genre'],[[5588]]
6581,0.0,0.0,0.0,10,2,1,Which team did Wilfred McDonalds and Cam Plante play for?,"[['dbp:playedFor'], ['dbp:playedFor']]",['dbo:team'],"[[16], [16]]"
6585,0.0,0.0,0.0,9,1,0,which church is kjell magne bondevik a parishioner of,[['dbo:religion']],[],[[257]]
6589,0.0,0.0,0.0,12,2,0,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[],"[[7], [7]]"
6597,0.0,0.0,0.0,6,1,0,How many people live in Eurasia?,[['dbo:populationTotal']],[],[[10]]
6603,0.0,0.0,0.0,9,1,0,who are some of the advisors of brenda milner?,[['dbo:doctoralAdvisor']],[],[[20]]
6624,0.0,0.0,0.0,4,1,1,Where did cyprian die,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
6634,0.0,0.0,0.0,12,2,0,How many countries surround the sea into which the Upper Neratva flow?,"[['dbo:riverMouth'], ['dbo:country']]",[],"[[39], [2554]]"
6642,0.0,0.0,0.0,10,1,0,What is the location city of Burnside Distribution Corporation ?,[['dbo:locationCity']],[],[[25]]
6644,0.0,0.0,0.0,8,2,0,Who has rented the stadiums owned by Toronto?,"[['dbp:owner'], ['dbp:tenants']]",[],"[[51], [10]]"
6656,0.0,0.0,0.0,13,2,0,Which source of river Raa is the sovereign state of Adriatic sea ?,"[['dbo:country'], ['dbo:source']]",[],"[[2554], [13]]"
6658,0.0,0.0,0.0,10,1,0,Who is the fictional character whose relative is Vestigial Peter?,[['dbo:relative']],[],[[22]]
6660,0.0,0.0,0.0,10,1,2,Who is the writer of the adventures of tom sawyer,[['dbo:author']],"['dbo:writer', 'dbp:writer']",[[426]]
6663,0.0,0.0,0.0,13,2,0,"What series is Mazes of Time from, and is produced by BBC multimedia?","[['dbo:product'], ['dbo:series']]",[],"[[29], [71]]"
6666,0.0,0.0,0.0,8,1,0,Is Liang Chow the headcoach of Shawn Johnson?,[['dbp:headcoach']],[],[[10]]
6667,0.0,0.0,0.0,7,1,0,Where did Paul Jones do his highschool?,[['dbp:highschool']],[],[[3]]
6670,0.0,0.0,0.0,9,2,0,Where do the rivers from greater London flow into?,"[['dbp:sourceRegion'], ['dbp:mouthLocation']]",[],"[[7], [14]]"
6682,0.0,0.0,0.0,11,1,0,"Who is the military general buried in St Mary's Church, Battersea?",[['dbp:placeofburial']],[],[[8]]
6699,0.0,0.0,0.0,7,1,1,Name a song written by michael giacchino,[['dbo:artist']],['dbo:writer'],[[1147]]
6703,0.0,0.0,0.0,9,2,0,Where is the tomb of son of Bruce Lee?,"[['dbo:parent'], ['dbo:restingPlace']]",[],"[[187], [95]]"
6704,0.0,0.0,0.0,7,2,0,What is the biggest stadium in Spain?,"[['dbo:location'], ['dbo:seatingCapacity']]",[],"[[1670], [1]]"
6708,0.0,0.0,0.0,13,2,0,Who was the editor of the newspaper owned by the the UK government?,"[['dbp:owners'], ['dbp:editor']]",[],"[[6], [10]]"
6710,0.0,0.0,0.0,10,1,0,Does the Sicklefin lemon shark belong in the animal kingdom?,[['dbo:kingdom']],[],[[7]]
6713,0.0,0.0,0.0,10,1,1,What is the award which is presented by Swedish Academy?,[['dbp:presenter']],['dbo:award'],[[8]]
6716,0.0,0.0,0.0,13,2,0,What are the non-fiction topics in the books whose authors is Terry Pratchett?,"[['dbp:author'], ['dbo:nonFictionSubject']]",[],"[[24], [14]]"
6717,0.0,0.0,0.0,13,2,0,What city gave birth to Mishal Raheja and also houses New India Assurance?,"[['dbo:birthPlace'], ['dbp:location']]",[],"[[4201], [22]]"
6723,0.0,0.0,0.0,6,1,1,what book did donna williams write,[['dbo:notableWork']],['dbo:author'],[[92]]
6734,0.0,0.0,0.0,5,1,1,Where was Liliya Lobanova born?,[['dbp:birthplace']],['dbo:birthPlace'],[[11]]
6745,0.0,0.0,0.0,8,1,0,Which actor was casted in the most movies?,[['dbo:starring']],[],[[46]]
6753,0.0,0.0,0.0,10,2,0,Which sitcoms are made by a company headquartered in NYC?,"[['dbo:company'], ['dbo:headquarter']]",[],"[[11], [73]]"
6756,0.0,0.0,0.0,6,1,1,where is béranger aymard bosse from,[['dbo:birthPlace']],['dbo:hometown'],[[4201]]
6759,0.0,0.0,0.0,10,1,0,name the home stadium of FC Spartak Moscow season 2011-12,[['dbo:homeStadium']],[],[[11]]
6767,0.0,0.0,0.0,10,1,0,What sports team's arena is The Palace of Auburn Hills,[['dbp:arena']],[],[[7]]
6770,0.0,0.0,0.0,10,1,0,is blue lagoon island a part of the bahamas achipelago?,[['dbo:archipelago']],[],[[2]]
6784,0.0,0.0,0.0,9,1,1,What is the profession of William Luther Hill ?,[['dbo:profession']],['dbo:occupation'],[[12]]
6787,0.0,0.0,0.0,8,1,0,Does Walson Augustin play for the Brothers Union?,[['dbp:currentclub']],[],[[12]]
6797,0.0,0.0,0.0,4,1,1,where is Änglagård from?,[['dbo:country']],['dbo:hometown'],[[2554]]
6804,0.0,0.0,0.0,14,2,1,Count the  origin of the beverages which have been originated in england /,"[['dbp:origin'], ['dbp:origin']]",['dbo:hometown'],"[[12], [12]]"
6819,0.0,0.0,0.0,6,1,1,What country is mark ayres from?,[['dbo:nationality']],['dbo:hometown'],[[266]]
6820,0.0,0.0,0.0,8,1,1,which central american country is elvis scott from,[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
6826,0.0,0.0,0.0,11,2,0,On which river are there things belonging to zambezi river authority?,"[['dbp:owner'], ['dbo:river']]",[],"[[51], [12]]"
6829,0.0,0.0,0.0,16,2,0,What is the alma mater of the scientist  whose PhD advisor is Jean-Claude Latombe ?,"[['dbo:doctoralAdvisor'], ['dbp:almaMater']]",[],"[[20], [29]]"
6830,0.0,0.0,0.0,11,1,1,What type of album is the very best of bonnie tyler?,[['dbo:type']],['dbo:genre'],[[1160]]
6833,0.0,0.0,0.0,7,1,1,what album was created by taro hakase,[['dbo:recordLabel']],['dbo:artist'],[[880]]
6839,0.0,0.0,0.0,13,2,0,Which associate of Thomas bryan Martin is also the president of Carmichael ?,"[['dbo:associate'], ['dbp:president']]",[],"[[10], [23]]"
6847,0.0,0.0,0.0,8,1,1,Who were the founders of Sea Gayle Music?,[['dbp:founder']],['dbo:foundedBy'],[[25]]
6851,0.0,0.0,0.0,10,2,0,Which awards did the children of Erik Bergman won ?,"[['dbp:children'], ['dbp:awards']]",[],"[[33], [50]]"
6860,0.0,0.0,0.0,13,1,1,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],['dbo:party'],[[40]]
6872,0.0,0.0,0.0,8,1,0,Name the branch of Carroll E. Lanier ?,[['dbp:branch']],[],[[18]]
6880,0.0,0.0,0.0,6,1,1,what city did alphonse girandy die,[['dbo:restingPlace']],['dbo:deathPlace'],[[95]]
6882,0.0,0.0,0.0,15,2,0,List the interest of the scientists whose one of the field is Chinese poetry ?,"[['dbp:fields'], ['dbp:fields']]",[],"[[20], [20]]"
6883,0.0,0.0,0.0,7,1,0,Which holy things canonized John of Damascus?,[['dbo:canonizedBy']],[],[[5]]
6890,0.0,0.0,0.0,13,2,0,What artist was associated closely with the bare necessities and rock a doodle?,"[['dbo:starring'], ['dbo:artist']]",[],"[[46], [1147]]"
6898,0.0,0.0,0.0,12,2,0,With which artist did the musical artist of Groove Thang collaborated ?,"[['dbo:musicalArtist'], ['dbp:associatedActs']]",[],"[[23], [19]]"
6916,0.0,0.0,0.0,10,1,0,what are some units udner the US department of navy?,[['dbo:commandStructure']],[],[[8]]
6918,0.0,0.0,0.0,11,2,0,List the awards given to the key people in Pixar ?,"[['dbp:keyPeople'], ['dbo:award']]",[],"[[27], [67]]"
6923,0.0,0.0,0.0,9,1,0,Was Nick Jonas a member of the Jonas Brothers?,[['dbp:pastMembers']],[],[[13]]
6929,0.0,0.0,0.0,6,1,1,Which country is norman buckley from,[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
6930,0.0,0.0,0.0,9,1,0,Was Robert Burns from the Romanticist School of thought?,[['dbp:movement']],[],[[3]]
6934,0.0,0.0,0.0,7,2,0,Where can i find salad based food?,"[['dbp:mainIngredient'], ['dbp:country']]",[],"[[6], [18]]"
6949,0.0,0.0,0.0,7,1,1,Which country is aleksandr ivanov from originally,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
6958,0.0,0.0,0.0,6,1,0,Who is the tallest basketball player?,[['dbo:height']],[],[[7]]
6969,0.0,0.0,0.0,6,1,0,Who is the governor of Wyoming?,[['dbp:governor']],[],[[9]]
6997,0.0,0.0,0.0,15,2,0,Guggenheim family is the cofounder of a company that invested stocks in which baseball teams?,"[['dbp:owner'], ['dbp:founder']]",[],"[[51], [25]]"
7009,0.0,0.0,0.0,8,1,1,what city in Italy is marlene kuntz from,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
7010,0.0,0.0,0.0,14,2,0,Name the narrators of the album which has been narrated by Alan Thicke ?,"[['dbp:narrated'], ['dbp:narrated']]",[],"[[12], [12]]"
7028,0.0,0.0,0.0,9,2,0,Where did the editor of Charlie Mensuel die ?,"[['dbp:editor'], ['dbp:placeOfDeath']]",[],"[[10], [32]]"
7045,0.0,0.0,0.0,17,2,0,What are the reason served by Toll Global Express which is also the country of LPGA ?,"[['dbo:country'], ['dbo:regionServed']]",[],"[[2554], [10]]"
7061,0.0,0.0,0.0,8,1,1,what european country is pen y fan from,[['dbo:locatedInArea']],['dbo:country'],[[1072]]
7069,0.0,0.0,0.0,8,1,0,What airport is a hub for ansett australia,[['dbo:hubAirport']],[],[[25]]
7074,0.0,0.0,0.0,15,2,0,Which battles were fought under the president when Chung Won Shik was the prime minister?,"[['dbp:primeminister'], ['dbp:battles']]",[],"[[16], [35]]"
7080,0.0,0.0,0.0,12,2,0,What is the nation of the speedway league where Ikaros Smederna played?,"[['dbo:league'], ['dbo:country']]",[],"[[10], [2554]]"
7082,0.0,0.0,0.0,5,1,1,what is sanjeev rajput's religion?,[['dbp:religion']],['dbo:religion'],[[78]]
7083,0.0,0.0,0.0,11,2,0,For which common president did Jim Sasser and Mike McCurry work?,"[['dbo:president'], ['dbo:president']]",[],"[[19], [19]]"
7089,0.0,0.0,0.0,8,1,1,Name the death location of Judson Huss ?,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
7091,0.0,0.0,0.0,7,1,1,what is an album by fleetwood mac,[['dbo:type']],['dbo:artist'],[[1160]]
7099,0.0,0.0,0.0,9,1,1,What is the name of a notable ballet artist,[['dbo:genre']],['dbo:occupation'],[[5588]]
7100,0.0,0.0,0.0,9,2,0,Who all have been judges on CTV Network's shows?,"[['dbo:network'], ['dbp:judges']]",[],"[[23], [12]]"
7102,0.0,0.0,0.0,8,1,1,what art forms did pier francesco mola create,[['dbo:field']],['dbo:movement'],[[83]]
7110,0.0,0.0,0.0,10,2,0,Count all the games whose distributors are located in America,"[['dbp:country'], ['dbp:distributor']]",[],"[[18], [35]]"
7117,0.0,0.0,0.0,14,2,0,What is the layout of the cars similar to that of the Subaru Outback?,"[['dbo:relatedMeanOfTransportation'], ['dbo:layout']]",[],"[[4], [7]]"
7129,0.0,0.0,0.0,6,1,2,which country is silkville located in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",[[1670]]
7137,0.0,0.0,0.0,7,1,1,To which city does Northeast Library belong?,[['dbo:city']],['dbo:location'],[[1218]]
7148,0.0,0.0,0.0,12,2,1,Name the veneration of the monarch who is the predecessor of Solomon?,"[['dbp:predecessor'], ['dbp:veneratedIn']]",['dbp:successor'],"[[26], [13]]"
7154,0.0,0.0,0.0,19,2,0,What is the total number of guests on the show whose theme music is Let me be your star?,"[['dbp:music'], ['dbp:guests']]",[],"[[26], [12]]"
7177,0.0,0.0,0.0,11,2,0,Terminal Station at Chattanooga is made by architects from which University?,"[['dbp:knownFor'], ['dbp:education']]",[],"[[20], [21]]"
7185,0.0,0.0,0.0,7,1,0,where was charles w. chesnutt given brith,[['dbo:birthPlace']],[],[[4201]]
7189,0.0,0.0,0.0,20,2,0,What is the alma mater of the Marshall Fletcher McCallie and has affiliation with  Vanderbilt University Medical Center ?,"[['dbp:almaMater'], ['dbp:affiliation']]",[],"[[29], [11]]"
7221,0.0,0.0,0.0,6,1,1,what periodical is found in coventry,[['dbo:headquarter']],['dbo:location'],[[73]]
7223,0.0,0.0,0.0,11,2,1,Which board memeber of jimmy Wales also owns Latvian Wikipedia ?,"[['dbo:board'], ['dbo:owner']]",['dbp:owner'],"[[15], [83]]"
7232,0.0,0.0,0.0,6,1,1,what state is mountain view from?,[['dbo:location']],['dbo:country'],[[1670]]
7233,0.0,0.0,0.0,12,2,0,Name the show whose jury consist of Jennifer Lopez and Randy Jackson?,"[['dbp:judges'], ['dbp:judges']]",[],"[[12], [12]]"
7254,0.0,0.0,0.0,16,2,0,Who was the chairman of Fort Lauderdale Strikers and also 2015 Fort Lauderdale Strikers season ?,"[['dbo:chairman'], ['dbo:chairman']]",[],"[[11], [11]]"
7256,0.0,0.0,0.0,6,1,0,What companies are located in toronto?,[['dbo:locationCity']],[],[[25]]
7268,0.0,0.0,0.0,7,1,0,What politician's partner is Diana Taylor ?,[['dbo:partner']],[],[[10]]
7270,0.0,0.0,0.0,8,1,1,what american football position does jason jones play,[['dbp:currentpositionplain']],['dbo:position'],[[12]]
7273,0.0,0.0,0.0,10,1,0,"What is the country whose administrative centre is Hagta, Guam?",[['dbo:capital']],[],[[21]]
7280,0.0,0.0,0.0,12,2,1,Which are the major hubs of airline which operates the Menora Tunnel?,"[['dbp:operator'], ['dbp:hubs']]",['dbo:hubAirport'],"[[11], [10]]"
7298,0.0,0.0,0.0,13,1,0,Was the cover of The adventures of Tom Sawyer designed by Mark Twain?,[['dbo:coverArtist']],[],[[5]]
7300,0.0,0.0,0.0,11,1,0,Is Latin the official language of Sovereign Military Order of Malta?,[['dbo:officialLanguage']],[],[[12]]
7301,0.0,0.0,0.0,11,1,1,is hymn of the nations in the english language or french,[['dbo:language']],['dbo:spokenIn'],[[520]]
7305,0.0,0.0,0.0,10,2,0,"Which university has affiliations to Graham Holdings and Kaplan, Inc.?","[['dbp:affiliations'], ['dbp:affiliations']]",[],"[[16], [16]]"
7323,0.0,0.0,0.0,15,1,0,"After the death of which political figure, did the Coalition Provisional Authority came into power?",[['dbp:successor']],[],[[34]]
7329,0.0,0.0,0.0,4,1,2,Where is abu located?,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",[[1153]]
7331,0.0,0.0,0.0,16,2,0,Count the  total number of mammals whose phylum is Chordate and order (taxonomy) is Diprotodontia?,"[['dbo:order'], ['dbo:phylum']]",[],"[[12], [5]]"
7344,0.0,0.0,0.0,8,1,1,Name the artist of Brad Paisley discography ?,[['dbp:artist']],['dbo:genre'],[[38]]
7346,0.0,0.0,0.0,5,1,1,What is pat reid's nationality?,[['dbp:birthPlace']],['dbo:nationality'],[[1526]]
7355,0.0,0.0,0.0,12,2,0,To which artistic movement did the painter of The Three Dancers belong?,"[['dbo:author'], ['dbo:movement']]",[],"[[426], [52]]"
7359,0.0,0.0,0.0,7,1,1,what is a work by edward stratemeyer,[['dbo:notableWork']],['dbo:author'],[[92]]
7364,0.0,0.0,0.0,5,1,0,What is satoru asari's nationality,[['dbo:birthPlace']],[],[[4201]]
7365,0.0,0.0,0.0,8,1,0,Which river has its roots in Baikal Mountains?,[['dbo:sourceMountain']],[],[[11]]
7374,0.0,0.0,0.0,7,1,1,whats that nationality of  mariusz hermanowicz,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
7380,0.0,0.0,0.0,6,1,0,what's the capital city of namchi,"[['dbo:country', 'dbo:isPartOf']]",[],"[[2554, 1891]]"
7394,0.0,0.0,0.0,17,2,0,What is the title of the Kakae and also the district of the Robert William Wilcox ?,"[['dbp:title'], ['dbp:district']]",[],"[[16], [7]]"
7397,0.0,0.0,0.0,13,2,0,Name the TV show broadcasted by Fox and presented by Ryan Seacrest ?,"[['dbo:channel'], ['dbo:presenter']]",[],"[[8], [10]]"
7398,0.0,0.0,0.0,16,2,0,Give me a count of everything owned by the network whose sister name is The CW?,"[['dbp:sisterNames'], ['dbp:network']]",[],"[[6], [18]]"
7414,0.0,0.0,0.0,13,2,0,In which cities can i find drinks similar to the IBC root beer?,"[['dbo:related'], ['dbp:locationCity']]",[],"[[16], [10]]"
7415,0.0,0.0,0.0,8,1,0,Which universities are alma mater to Charles Plosser?,[['dbp:almaMater']],[],[[29]]
7424,0.0,0.0,0.0,8,1,0,What water bodies are nearest to Helsinki city?,[['dbo:nearestCity']],[],[[11]]
7429,0.0,0.0,0.0,8,1,0,Where is  Dofinivka Estuary  located ?,[['dbp:location']],[],[[22]]
7436,0.0,0.0,0.0,11,2,0,In what group Joe Jonas and Kevin Jonas were previously involved?,"[['dbp:pastMembers'], ['dbp:pastMembers']]",[],"[[13], [13]]"
7441,0.0,0.0,0.0,7,1,1,What style of art does dueljewel create?,[['dbo:genre']],['dbo:movement'],[[5588]]
7443,0.0,0.0,0.0,5,1,1,where is woody shaw based,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:country'],"[[505, 4201]]"
7444,0.0,0.0,0.0,11,2,0,Where does the network cofounded by Seewoosagur Ramgoolam air its shows?,"[['dbp:founder'], ['dbp:broadcastArea']]",[],"[[25], [11]]"
7457,0.0,0.0,0.0,13,2,0,Name the mammals which are primate and belongs to family of ape ?,"[['dbo:family'], ['dbo:order']]",[],"[[20], [12]]"
7459,0.0,0.0,0.0,11,2,0,What artists are associated with the members of the Catalin Maruta?,"[['dbo:associatedBand'], ['dbo:associatedMusicalArtist']]",[],"[[22], [26]]"
7466,0.0,0.0,0.0,6,1,0,How many emperors did China have?,[['dbp:title']],[],[[16]]
7469,0.0,0.0,0.0,11,2,0,Where can i find teams whose coach has been Rodney Eade.,"[['dbp:coach'], ['dbp:location']]",[],"[[10], [22]]"
7471,0.0,0.0,0.0,10,1,1,which city in the USA is lawrence joseph henderson from,[['dbo:deathPlace']],['dbo:birthPlace'],[[1213]]
7478,0.0,0.0,0.0,5,1,1,Where is titisee located within,[['dbo:location']],['dbo:country'],[[1670]]
7488,0.0,0.0,0.0,8,1,1,What is the ethnicity of Linda Hogan ?,[['dbp:ethnicity']],['dbo:ethnicity'],[[8]]
7491,0.0,0.0,0.0,9,1,0,To which educational institutes is Samuel Isham associated to?,[['dbp:education']],[],[[21]]
7492,0.0,0.0,0.0,7,1,0,The official residence of Sukhumbhand paribatra ?,[['dbp:residence']],[],[[25]]
7495,0.0,0.0,0.0,9,1,1,Name the person who died in Fair Lane ?,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
7503,0.0,0.0,0.0,8,2,0,Companies headquartered in Geneva own which TV Shows?,"[['dbo:headquarter'], ['dbp:company']]",[],"[[73], [24]]"
7507,0.0,0.0,0.0,8,1,0,Where is the birthplace of Ferrel Harris ?,[['dbp:birthplace']],[],[[11]]
7509,0.0,0.0,0.0,7,1,0,Who are the characters of Batman Live?,[['dbp:characters']],[],[[11]]
7515,0.0,0.0,0.0,6,1,0,Who are the trainersof Candice Michelle?,[['dbo:trainer']],[],[[7]]
7525,0.0,0.0,0.0,4,1,1,where is carnton located,[['dbo:location']],['dbo:country'],[[1670]]
7529,0.0,0.0,0.0,9,1,1,what kind of album is return of the pride?,[['dbo:genre']],['dbo:type'],[[5588]]
7534,0.0,0.0,0.0,11,2,0,In which country did the planes designed by Ursula Hanle originate?,"[['dbp:designer'], ['dbp:nationalOrigin']]",[],"[[21], [10]]"
7557,0.0,0.0,0.0,10,2,0,Where does the river flow into which begins in Lebrsnik?,"[['dbo:sourcePlace'], ['dbo:riverMouth']]",[],"[[9], [39]]"
7559,0.0,0.0,0.0,7,1,0,What is ii & iii classified as,[['dbo:genre']],[],[[5588]]
7564,0.0,0.0,0.0,7,1,0,Where is the south shore plaza located?,[['dbp:address']],[],[[11]]
7570,0.0,0.0,0.0,9,2,0,For how many cities's teams did David Bowens play?,"[['dbo:formerTeam'], ['dbo:locationCity']]",[],"[[36], [25]]"
7578,0.0,0.0,0.0,16,2,0,"What is the product of the BBC Multimedia and is the theme of Visions, the convention?","[['dbo:product'], ['dbp:genre']]",[],"[[29], [246]]"
7582,0.0,0.0,0.0,5,1,1,where was michael korkidas born?,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
7583,0.0,0.0,0.0,7,1,0,Is Bacillus belong to the domain Bacteria?,[['dbp:domain']],[],[[5]]
7584,0.0,0.0,0.0,18,2,0,From which countries are the people from who are an academic authority of the Western pygmy blue species?,"[['dbo:binomialAuthority'], ['dbo:citizenship']]",[],"[[9], [16]]"
7604,0.0,0.0,0.0,6,1,2,which state is daviess county in?,[['dbo:isPartOf']],"['dbo:country', 'dbo:state']",[[1891]]
7607,0.0,0.0,0.0,11,1,0,Name the cover artist of the adventure of Tom sawyer ?,[['dbo:coverArtist']],[],[[5]]
7614,0.0,0.0,0.0,16,2,0,What are the awards won by the person who is an authority of Latania verschaffeltii ?,"[['dbp:binomialAuthority'], ['dbp:awards']]",[],"[[1], [50]]"
7648,0.0,0.0,0.0,17,2,0,Count the number of members of the organization which have Austria as one of the member ?,"[['dbp:membership'], ['dbp:membership']]",[],"[[11], [11]]"
7661,0.0,0.0,0.0,16,2,0,What is the nationality of the entomologist who is a renowned authority of Smerinthus saliceti ?,"[['dbo:binomialAuthority'], ['dbo:citizenship']]",[],"[[9], [16]]"
7667,0.0,0.0,0.0,9,1,0,How many states does the Pioneer corporation operate in?,[['dbp:country']],[],[[18]]
7672,0.0,0.0,0.0,13,2,0,Name the river whose mouth mountain is Southend-on-Sea and mouth place is Essex?,"[['dbo:mouthMountain'], ['dbo:mouthPlace']]",[],"[[11], [7]]"
7689,0.0,0.0,0.0,10,2,0,What faiths are followed by the relatives of Meadow Soprano?,"[['dbo:relative'], ['dbo:religion']]",[],"[[22], [257]]"
7694,0.0,0.0,0.0,6,1,0,Give me the Apollo 14 astronauts.,[['dbo:mission']],[],[[2]]
7695,0.0,0.0,0.0,5,1,0,Does Timothy Morton study Buddhism?,[['dbp:mainInterests']],[],[[14]]
7703,0.0,0.0,0.0,7,1,0,To where does Lake St. Clair flow?,[['dbo:outflow']],[],[[16]]
7704,0.0,0.0,0.0,19,2,0,What is the Location of the Dofinivka Estuary which is also the  birthplace of the Liliya Lobanova ?,"[['dbp:location'], ['dbp:birthplace']]",[],"[[22], [11]]"
7722,0.0,0.0,0.0,8,1,0,Is Christchurch the largest city of South Island?,[['dbo:largestCity']],[],[[23]]
7725,0.0,0.0,0.0,9,1,0,List all the houses of United States Congress ?,[['dbp:houses']],[],[[6]]
7731,0.0,0.0,0.0,7,2,0,Whose work is in the Musee d'orsay?,"[['dbp:museum'], ['dbp:artist']]",[],"[[5], [38]]"
7739,0.0,0.0,0.0,10,2,0,"Where does the river end, into which the Rakitnica flows?","[['dbo:rightTributary'], ['dbo:mouthCountry']]",[],"[[5], [5]]"
7742,0.0,0.0,0.0,13,2,0,What is the life stance of the ethnic groups related to Micronesia ?,"[['dbo:related'], ['dbo:religion']]",[],"[[16], [257]]"
7747,0.0,0.0,0.0,6,1,0,What honours did Reigh Count receive?,[['dbo:honours']],[],[[12]]
7749,0.0,0.0,0.0,8,2,0,UEM group have made bridges crossing over what?,"[['dbp:designer'], ['dbp:crosses']]",[],"[[21], [15]]"
