,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
154,1.0,1.0,1.0,8,1,1,what industry is disney music group involved in,[['dbo:industry']],['dbo:industry'],1.0,1.0,1.0,8,1,1,[['dbo:industry']],['dbo:industry']
156,1.0,1.0,1.0,13,1,1,who was the producer of the film titled a chinese ghost story ii,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,13,1,1,[['dbo:producer']],['dbo:producer']
157,1.0,1.0,1.0,7,1,1,What is an album by sherbet (band)?,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
158,1.0,1.0,1.0,6,1,1,which album is created by evermore,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
160,1.0,1.0,1.0,8,1,1,what type of music does marilyn rovell perform,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
161,1.0,1.0,1.0,8,1,1,What kind of school is ridgewood high school,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
162,1.0,1.0,1.0,6,1,1,what book did alan garner write,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],1.0,1.0,1.0,6,1,1,"[['dbo:author', 'dbo:notableWork']]",['dbo:author']
163,1.0,1.0,1.0,10,1,1,who is an artist that performs fingerstyle guitar  music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
164,1.0,1.0,1.0,5,1,1,Where was sydney park born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
165,1.0,1.0,1.0,10,1,1,Which position is played by luis Ángel mendoza in football,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,10,1,1,[['dbo:position']],['dbo:position']
166,1.0,1.0,1.0,9,1,1,what type of book genre is  black water,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
167,1.0,1.0,1.0,6,1,1,what kind of game is scribblenauts,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
168,1.0,1.0,1.0,7,1,1,What's an instrument that pepper adams plays,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,7,1,1,[['dbo:instrument']],['dbo:instrument']
169,1.0,1.0,1.0,10,1,2,where is the artist rodrigo de la cadena originally from,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",1.0,1.0,1.0,10,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown']
170,1.0,1.0,1.0,6,1,1,which time zone is colfax within,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,6,1,1,[['dbo:timeZone']],['dbo:timeZone']
171,1.0,1.0,1.0,6,1,1,what compositions have bruce springsteen made?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
172,1.0,1.0,1.0,6,1,1,whats the name of an album,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
173,1.0,1.0,1.0,4,1,1,Name a computer scientist,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,4,1,1,[['dbo:occupation']],['dbo:occupation']
174,1.0,1.0,1.0,8,1,1,which are the founders of the pasteur institute?,[['dbo:foundedBy']],['dbo:foundedBy'],1.0,1.0,1.0,8,1,1,[['dbo:foundedBy']],['dbo:foundedBy']
175,1.0,1.0,1.0,6,1,1,Who died form the electric chair?,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,6,1,1,[['dbo:deathCause']],['dbo:deathCause']
176,1.0,1.0,1.0,8,1,1,what is one of alex james (musician)'s compositions,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
177,1.0,1.0,1.0,8,1,7,what is a town in the united kingdom?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
179,1.0,1.0,1.0,5,1,2,who was born in detroit,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
180,1.0,1.0,1.0,10,1,3,"Name a city located in Bartow County, Georgia, United States.","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",1.0,1.0,1.0,10,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
181,1.0,1.0,1.0,6,1,1,Which former baseball player played outfielder?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
182,1.0,1.0,1.0,10,1,1,who did the cinematography for dominion: prequel to the exorcist,[['dbo:cinematography']],['dbo:cinematography'],1.0,1.0,1.0,10,1,1,[['dbo:cinematography']],['dbo:cinematography']
183,1.0,1.0,1.0,5,1,1,Where was dave grohl born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
184,1.0,1.0,1.0,7,1,1,which movie did a. r. murugadoss direct,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
185,1.0,1.0,1.0,13,1,1,What is the name of a book that is classified as detective fiction,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,13,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
186,1.0,1.0,1.0,7,1,1,which city was alejandro tommasi born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
187,1.0,1.0,1.0,13,1,1,Who was a military person involved in the 1999 nato bombing of yugoslavia,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,13,1,1,[['dbo:battle']],['dbo:battle']
188,0.5,1.0,0.6666666666666666,9,2,1,Who developed the programming languages designed by Rob Pike?,"[['dbo:designer'], ['dbo:developer']]",['dbo:developer'],0.5,1.0,0.6666666666666666,9,2,1,"[['dbo:designer'], ['dbo:developer']]",['dbo:developer']
189,1.0,1.0,1.0,5,1,1,what has marc almond composed,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
190,1.0,1.0,1.0,5,1,1,What genre is libbie schrader,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
191,1.0,1.0,1.0,7,1,2,what country is amphoe umphang located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
193,1.0,1.0,1.0,8,1,1,which position in football did ollie heald play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
194,1.0,1.0,1.0,7,1,2,What man was born in coos bay?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
195,1.0,1.0,1.0,6,1,1,What film did adam sandler produce?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer']
197,1.0,1.0,1.0,10,1,2,What is the name of a woman born in australia?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,10,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
198,1.0,1.0,1.0,10,1,1,what kind of album is i thought it was you,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
199,1.0,1.0,1.0,9,1,1,what type of music is the album mark breeze,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
201,1.0,1.0,1.0,10,1,1,what kind of metal does the band angelus apatrida play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
203,1.0,1.0,1.0,10,1,1,Which city did victor hugo de azevedo coutinho die in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
204,1.0,1.0,1.0,6,1,1,which position does brian dinkelman play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
205,1.0,1.0,1.0,13,1,1,what kind of institution is the university of san diego school of law,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,13,1,1,[['dbo:type']],['dbo:type']
206,1.0,1.0,1.0,8,1,1,What's a city that uses eastern european time,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone']
207,1.0,1.0,1.0,7,1,1,What is a rock music album title?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
208,1.0,1.0,1.0,7,1,1,what kind of music genre is twangin',[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
210,1.0,1.0,1.0,10,1,1,Who was the director of the episode essence of life,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,10,1,1,[['dbo:director']],['dbo:director']
212,1.0,1.0,1.0,6,1,1,Which city was frank dascoli born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
216,1.0,1.0,1.0,9,1,1,what is the company producer of the game outlive,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,9,1,1,[['dbo:publisher']],['dbo:publisher']
217,1.0,1.0,1.0,5,1,1,What is a bollywood film?,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,5,1,1,[['dbo:language']],['dbo:language']
218,1.0,1.0,1.0,8,1,1,who produced the film a farewell to arms?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer']
219,1.0,1.0,1.0,8,1,1,"Where was sir max aitken, 2nd baronet born","[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
220,1.0,1.0,1.0,8,1,1,What position does john tresvant play in basketball,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
221,1.0,1.0,1.0,13,1,7,"What is a village with in the united states, located in Ralls County?","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,13,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
222,1.0,1.0,1.0,7,1,1,what is hank harris  football position,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
223,1.0,1.0,1.0,7,1,1,what music genre is tämä ikuinen talvi?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
225,1.0,1.0,1.0,6,1,1,What label is psychefunkapus2 signed to,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
226,1.0,1.0,1.0,3,1,1,what are albums,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,3,1,1,[['dbo:type']],['dbo:type']
227,1.0,1.0,1.0,6,1,1,what type of book is stargonauts,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
228,0.5,1.0,0.6666666666666666,11,2,1,Who was engaged in wars of Fort Gadsden and Fort Barrancas?,"[['dbo:battle'], ['dbo:battle']]",['dbo:battle'],0.5,1.0,0.6666666666666666,11,2,1,"[['dbo:battle'], ['dbo:battle']]",['dbo:battle']
229,1.0,1.0,1.0,6,1,2,what is a science fiction show?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",1.0,1.0,1.0,6,1,2,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
230,1.0,1.0,1.0,7,1,1,What is the profession of balu mahendra?,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,7,1,1,[['dbo:occupation']],['dbo:occupation']
232,1.0,1.0,1.0,8,1,1,what football position does keenan lewis  play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
233,1.0,1.0,1.0,8,1,6,what are the names of universities in slovenia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
234,1.0,1.0,1.0,9,1,1,what type of game is b.c. ii: grogs revenge,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
235,1.0,1.0,1.0,7,1,1,what marvel character did gene colan create,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator']
236,1.0,1.0,1.0,7,1,1,which soccer position does adam blacklaw play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
237,1.0,1.0,1.0,11,1,1,who is a football player who served in world war ii,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,11,1,1,[['dbo:battle']],['dbo:battle']
240,1.0,1.0,1.0,8,1,1,who is a heavy metal group from canada,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
241,1.0,1.0,1.0,11,1,1,what kind of music is on the album on a mission?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
242,1.0,1.0,1.0,10,1,1,what kind of subgenre of rock music is on trailblazer,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
243,1.0,1.0,1.0,7,1,1,what's the name of a action game,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
245,1.0,1.0,1.0,6,1,1,what is a neoclassical metal artist?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
246,1.0,1.0,1.0,7,1,1,ghetto story is what type of genre?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
247,1.0,1.0,1.0,6,1,1,where was  paul tough born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
248,1.0,1.0,1.0,9,1,1,What is the place of birth of mickey moore,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
250,1.0,1.0,1.0,11,1,1,who is the video game publisher of virtua cop: elite edition?,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,11,1,1,[['dbo:publisher']],['dbo:publisher']
251,1.0,1.0,1.0,5,1,1,what album is dance music?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
252,1.0,1.0,1.0,8,1,1,which position did ham schulte on the diamond,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
253,1.0,1.0,1.0,8,1,1,What position does tom o'brien play in baseball,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
254,1.0,1.0,1.0,13,1,1,what is the name of a person whose profession is a film producer,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,13,1,1,[['dbo:occupation']],['dbo:occupation']
256,1.0,1.0,1.0,15,1,1,what is the genre in which the artist peggy sue and the pirates performs in,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,15,1,1,[['dbo:genre']],['dbo:genre']
257,1.0,1.0,1.0,8,1,1,What kind of legal structure does 23andme have?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
258,1.0,1.0,1.0,8,1,1,what kind of school is boston university brussels,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
259,1.0,1.0,1.0,7,1,1,which south american country is ilo in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
260,1.0,1.0,1.0,9,1,1,what is a book from the mystery literary genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
262,0.5,1.0,0.6666666666666666,14,2,1,What are the books written by the the person who made the Novelas ejemplares?,"[['dbo:author'], ['dbo:notableWork']]",['dbo:author'],0.5,1.0,0.6666666666666666,14,2,1,"[['dbo:author'], ['dbo:notableWork']]",['dbo:author']
263,1.0,1.0,1.0,10,1,1,where in the united states did charles n. orr die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,10,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
264,1.0,1.0,1.0,7,1,1,is scooby doo or antologia an album,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
265,1.0,1.0,1.0,8,1,1,what war was  dmitry pavlov apart of,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,8,1,1,[['dbo:battle']],['dbo:battle']
266,1.0,1.0,1.0,5,1,2,who was born in macclesfield,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
268,1.0,1.0,1.0,5,1,2,what district is dholka in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
269,1.0,1.0,1.0,7,1,1,what music style is bad mother trucker?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
271,1.0,1.0,1.0,7,1,1,In what war did Walter Fillmore participate?,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle']
272,1.0,1.0,1.0,8,1,1,Name a military leader from world war i,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,8,1,1,[['dbo:battle']],['dbo:battle']
273,1.0,1.0,1.0,9,1,7,which beauty school is located in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,9,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
274,1.0,1.0,1.0,7,1,2,Who was born in rio de janeiro,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
276,1.0,1.0,1.0,6,1,1,what album is considered progressive rock,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
277,1.0,1.0,1.0,7,1,1,Where in europe did karl bastian die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
278,1.0,1.0,1.0,7,1,1,what type of novel is the brush-off,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,7,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
279,1.0,1.0,1.0,11,1,1,What production company worked on the film love & other drugs,[['dbp:studio']],['dbp:studio'],1.0,1.0,1.0,11,1,1,[['dbp:studio']],['dbp:studio']
280,1.0,1.0,1.0,10,1,1,what British singer is known for her contemporary r&b style,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
281,1.0,1.0,1.0,5,1,1,Where was alwyn uytingco born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
282,1.0,1.0,1.0,5,1,2,which country is kakuda in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
284,1.0,1.0,1.0,6,1,1,what position does bob heise play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
285,1.0,1.0,1.0,10,1,1,which position does the football player josé luis caminero have,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,10,1,1,[['dbo:position']],['dbo:position']
286,1.0,1.0,1.0,11,1,1,what book genre is the dragon waiting: a masque of history?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,11,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
289,0.5,1.0,0.6666666666666666,12,2,1,List down all the baseball teams whose team manager was a Catcher?,"[['dbo:manager'], ['dbo:position']]",['dbo:position'],0.5,1.0,0.6666666666666666,12,2,1,"[['dbo:manager'], ['dbo:position']]",['dbo:position']
290,1.0,1.0,1.0,7,1,2,"who was born in augusta county, virginia?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
292,1.0,1.0,1.0,9,1,1,Which genre of music is the artist vampires everywhere!,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
294,1.0,1.0,1.0,7,1,1,Where in california is no knife from,[['dbo:hometown']],['dbo:hometown'],1.0,1.0,1.0,7,1,1,[['dbo:hometown']],['dbo:hometown']
295,1.0,1.0,1.0,8,1,1,what football position does paul dickson play at?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
296,1.0,1.0,1.0,6,1,1,What school is a junior college,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
297,1.0,1.0,1.0,7,1,1,Name a musician in the j-pop genre.,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
298,1.0,1.0,1.0,10,1,2,"what faith does david neuberger, baron neuberger of abbotsbury follow","[['dbo:religion', 'dbp:religion']]","['dbo:religion', 'dbp:religion']",1.0,1.0,1.0,10,1,1,"[['dbo:religion', 'dbp:religion']]",['dbo:religion']
299,1.0,1.0,1.0,4,1,1,what country contains thun,[['dbo:country']],['dbo:country'],1.0,0.5,0.6666666666666666,4,1,2,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']"
300,1.0,1.0,1.0,5,1,1,Where was laura stoica born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
301,1.0,1.0,1.0,5,1,1,who is a country artist?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
302,1.0,1.0,1.0,10,1,1,who is a person that was born in the americas,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,0.5,0.6666666666666666,10,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']"
303,1.0,1.0,1.0,10,1,1,Who's a folk rock band signed to warner music group,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,10,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
304,1.0,1.0,1.0,8,1,7,what is a census designated place in pennsylvania,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
