,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
252,1.0,1.0,1.0,6,1,7,what islands are located in ontario,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,islands located ontario,0,-0.06668860534407746,-0.0019199837816919864
254,1.0,1.0,1.0,6,1,1,what film did gulzar help write,[['dbo:writer']],['dbo:writer'],factoid,film gulzar help write,0,-0.042544226398771263,-0.020057345878113694
255,1.0,1.0,1.0,9,1,1,"Which language is the film germany, year zero in?",[['dbo:language']],['dbo:language'],factoid,"language film germany , year zero ?",0,-0.04778743365264262,-0.01966447505462302
256,1.0,1.0,1.0,3,1,1,who composed flying,[['dbo:writer']],['dbo:writer'],factoid,composed flying,0,-0.024787605342591782,-0.017191696549589686
257,0.0,0.0,0.0,8,1,1,what projects did susarla dakshinamurthi primarily work on,[['dbo:genre']],['dbo:writer'],factoid,projects susarla dakshinamurthi primarily work,0,-0.028566367969358443,-0.015498134561204354
258,1.0,1.0,1.0,5,1,1,What's a country radio station,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid,'s country radio station,0,-0.048477811061759385,-0.016678189436961838
260,1.0,1.0,1.0,6,1,1,what is the armstrong time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,armstrong time zone ?,0,-0.06439568769088572,0.002746828952744261
261,0.0,0.0,0.0,10,1,0,Was Zambezi originate in the north western province of zambia?,[['dbp:sourceRegion']],[],boolean,zambezi originate north western province zambia ?,0,-0.03561425349306226,-0.009142456994107902
262,1.0,1.0,1.0,7,1,1,What's a song released by eric prydz,[['dbo:artist']],['dbo:artist'],factoid,'s song released eric prydz,0,-0.023666363468723806,-0.009900409709946685
263,1.0,1.0,1.0,8,1,1,who was a starting pitcher for the cardinals,[['dbo:position']],['dbo:position'],factoid,starting pitcher cardinals,0,-0.02925617705924173,-0.01561299201666567
265,1.0,1.0,1.0,7,1,1,who directed the film titled  sankofa,[['dbo:director']],['dbo:director'],factoid,directed film titled sankofa,0,-0.04786502687693743,-0.019587520232191492
266,1.0,1.0,1.0,8,1,1,what's a famous song that freddie perren wrote,[['dbo:writer']],['dbo:writer'],list,'s famous song freddie perren wrote,0,-0.03991625900706405,-0.004253138864163902
267,1.0,1.0,1.0,8,1,1,"Which time zone is kaumakani, hawaii in ?",[['dbo:timeZone']],['dbo:timeZone'],factoid,"time zone kaumakani , hawaii ?",0,-0.056859652040291635,0.0011350536851770273
268,0.0,0.0,0.0,13,2,0,For how many different teams have the players debuted in Houston Astros played?,"[['dbo:team'], ['dbo:debutTeam']]",[],count,many different teams players debuted houston astros played ?,0,-0.029655834902358555,-0.025236684875728024
270,1.0,1.0,1.0,7,1,1,What language is spoken in workingman's death,[['dbo:language']],['dbo:language'],factoid,language spoken workingman 's death,0,-0.040640480199335687,-0.020604589604581797
273,1.0,0.5,0.6666666666666666,6,1,2,Where is christ the king college?,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:state']",factoid,christ king college ?,0,-0.030685576129015645,-0.016677110328974943
275,1.0,1.0,1.0,8,1,1,Which country can you find cottage rake racehorse?,[['dbo:country']],['dbo:country'],factoid,country find cottage rake racehorse ?,0,-0.042617025619029324,-0.01579691070509911
277,0.0,0.0,0.0,4,1,2,What county is taliesin,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid,county taliesin,0,-0.04676020815272387,-0.0055239093903948966
279,1.0,1.0,1.0,7,1,1,bandai is the publisher of what game,[['dbo:publisher']],['dbo:publisher'],factoid,bandai publisher game,0,-0.030596147897310737,-0.022151882641836325
282,1.0,1.0,1.0,5,1,1,Who edited Easy street ?,[['dbo:editing']],['dbo:editing'],factoid,edited easy street ?,0,-0.029151876227713456,-0.01427680166275433
283,1.0,1.0,1.0,8,1,1,Who directed the movie 'til we meet again,[['dbo:director']],['dbo:director'],factoid,directed movie 'til meet,0,-0.03925324210614592,-0.02010262952245567
292,1.0,1.0,1.0,5,1,1,What is a basketball videogame,[['dbo:genre']],['dbo:genre'],factoid,basketball videogame,0,-0.029448496206405283,-0.024721818544964358
293,1.0,1.0,1.0,5,1,1,where did sidney wood die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,sidney wood die,0,-0.04190012405556563,-0.018791826490488866
294,1.0,1.0,1.0,7,1,1,who owns the the sligo champion newspaper,[['dbo:owner']],['dbo:owner'],factoid,owns sligo champion newspaper,0,-0.03043023394655334,-0.016108099842380166
299,0.0,0.0,0.0,9,1,0,Where is the arena of WPC Dynamo Moscow situated?,[['dbp:arena']],[],factoid,arena wpc dynamo moscow situated ?,0,-0.027528326904508536,-0.012503213631957522
302,1.0,1.0,1.0,7,1,1,"charles william, duke of saxe-meiningen died where?",[['dbo:deathPlace']],['dbo:deathPlace'],list,"charles william , duke saxe-meiningen died ?",0,-0.03736089930686684,-0.012053964728498023
303,1.0,1.0,1.0,9,1,1,in which major conflict did james r. ward participate,[['dbo:battle']],['dbo:battle'],factoid,major conflict james r. ward participate,0,-0.03399977064718878,-0.016717975291228118
304,1.0,1.0,1.0,10,1,1,what country was living in a perfect world filmed in?,[['dbo:country']],['dbo:country'],factoid,country living perfect world filmed ?,0,-0.04125002702975983,-0.016689622121952335
308,1.0,1.0,1.0,10,1,1,what weight division does the boxer jackie wilson belong to?,[['dbp:weight']],['dbp:weight'],factoid,weight division boxer jackie wilson belong ?,0,-0.024359555906719513,-0.01609819739110355
309,1.0,1.0,1.0,7,1,1,what constellation of gamma canis majoris is,[['dbp:constell']],['dbp:constell'],factoid,constellation gamma canis majoris,0,-0.02694763580880065,-0.01390199425061224
310,0.0,0.0,0.0,7,1,0,What mountain is a part of pyrenees,[['dbo:mountainRange']],[],factoid,mountain part pyrenees,0,-0.03145415094541366,-0.007016828863367026
311,1.0,1.0,1.0,5,1,1,Who composed the alabama song?,[['dbo:writer']],['dbo:writer'],factoid,composed alabama song ?,0,-0.03429868965319918,-0.013889308779131913
313,1.0,1.0,1.0,11,1,1,who was the creator of the fictional character  doctor faustus,[['dbo:creator']],['dbo:creator'],factoid,creator fictional character doctor faustus,0,-0.030705061609115347,-0.015575759134057489
316,1.0,1.0,1.0,9,1,1,What is a large event that occurred in zhenjiang,[['dbo:place']],['dbo:place'],factoid,large event occurred zhenjiang,0,-0.029726855048680376,-0.013062590316327725
317,1.0,0.5,0.6666666666666666,5,1,2,what district is hornsea in,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",factoid,district hornsea,0,-0.030760463050492567,-0.01185812290190632
318,1.0,1.0,1.0,5,1,1,what director directed speed racer,[['dbo:director']],['dbo:director'],factoid,director directed speed racer,0,-0.0370084389012172,-0.010331383501197007
319,1.0,1.0,1.0,9,1,1,who was the cinematographer for the film wild things?,[['dbo:cinematography']],['dbo:cinematography'],factoid,cinematographer film wild things ?,0,-0.044862404666637073,-0.01529291112369315
320,1.0,1.0,1.0,8,1,1,What is a film produced by bruce mcnall?,[['dbo:producer']],['dbo:producer'],factoid,film produced bruce mcnall ?,0,-0.0481249949035031,-0.019960850346149975
322,0.0,0.0,0.0,21,2,0,What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery?,"[['dbp:restingplace'], ['dbp:restingplace']]",[],factoid,total number restingplace politicians whose one restingplace east norwalk historical cemetery ?,0,-0.02956341954541376,-0.011982378166284434
323,1.0,1.0,1.0,5,1,1,who owns the ship Victoria?,[['dbo:owner']],['dbo:owner'],factoid,owns ship victoria ?,0,-0.03001616774605723,-0.01552111961561621
324,0.5,1.0,0.6666666666666666,12,2,1,What are some other services of the company whose service is Onedrive?,"[['dbo:service'], ['dbp:services']]",['dbp:services'],factoid,services company whose service onedrive ?,0,-0.03511136068979957,-0.015913299862597607
329,1.0,1.0,1.0,8,1,1,what movement was pursued by j. alden weir,[['dbo:movement']],['dbo:movement'],factoid,movement pursued j. alden weir,0,-0.02627160465447703,-0.013914956846979921
332,1.0,1.0,1.0,8,1,1,which periods was giovanni angelo canini associated with?,[['dbo:movement']],['dbo:movement'],factoid,periods giovanni angelo canini associated ?,0,-0.025118761997028054,-0.012766606965081985
333,1.0,1.0,1.0,7,1,1,what is the time zone of demorest,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone demorest,0,-0.06336032551731181,0.0017461801883544485
335,1.0,1.0,1.0,7,1,1,what is the lyrics of keith relf?,[['dbo:writer']],['dbo:writer'],factoid,lyrics keith relf ?,0,-0.029830426398898654,-0.015713513955514093
337,1.0,1.0,1.0,8,1,1,What's a game classified as a tactical shooter,[['dbo:genre']],['dbo:genre'],factoid,'s game classified tactical shooter,0,-0.02558819848331807,-0.016071823604970014
338,1.0,1.0,1.0,7,1,1,In which municipality did richard katz die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,municipality richard katz die ?,0,-0.043407806380807684,-0.01709424914862602
339,1.0,1.0,1.0,9,1,1,What time zone is used in the yongchuan district,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone used yongchuan district,0,-0.06141572617452659,-0.0023928529941105205
342,1.0,1.0,1.0,8,1,1,whos someone that died of a myocardial infarction,[['dbo:deathCause']],['dbo:deathCause'],list,whos someone died myocardial infarction,0,-0.04100445387739763,0.013497766497893244
347,0.0,0.0,0.0,10,2,0,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]",[],factoid,municipalities nyc housing authority buildings ?,0,-0.02829198616424682,-0.01457848992411609
352,1.0,1.0,1.0,8,1,1,what does juanita bynum do for a living,[['dbo:occupation']],['dbo:occupation'],factoid,juanita bynum living,0,-0.027180395169751792,-0.014617649265831601
354,0.0,0.0,0.0,14,2,0,Give me all the alma mater of the relatives of Samuek Moreno Rojas ?,"[['dbo:relation'], ['dbp:almaMater']]",[],list,give alma mater relatives samuek moreno rojas ?,0,-0.02916854113892368,-0.01436323467432431
355,1.0,1.0,1.0,10,1,1,What is an example of a public university in India?,[['dbo:type']],['dbo:type'],factoid,example public university india ?,0,-0.019727164568688504,-0.0038957070635001188
357,1.0,1.0,1.0,4,1,2,Where is loudonville located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,loudonville located ?,0,-0.06985544384282813,-0.001510686485081583
358,1.0,1.0,1.0,7,1,1,where did siege of mafeking take place,[['dbo:place']],['dbo:place'],factoid,siege mafeking take place,0,-0.03904151571988536,-0.006602460385029618
359,1.0,1.0,1.0,7,1,1,where did john logie baird pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,john logie baird pass away,0,-0.0370440609476857,-0.024567765866533822
360,1.0,0.8,0.888888888888889,7,1,5,"what is in san mateo county, california?","[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,"san mateo county , california ?",0,-0.04776319202477974,-0.0036408564618486366
361,0.0,0.0,0.0,6,1,0,which country is john berry from,[['dbo:birthPlace']],[],factoid,country john berry,0,-0.05717368480581259,-0.027776599223361457
364,1.0,0.5,0.6666666666666666,7,1,2,Where did steven lee olsen originate from?,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,steven lee olsen originate ?,0,-0.03276052097079172,-0.015027065488453993
367,0.0,0.0,0.0,7,1,0,Is Pixar Canada a subsidiary of Pixar?,[['dbo:subsidiary']],[],boolean,pixar canada subsidiary pixar ?,0,-0.029337057579489238,-0.013018985675260613
368,1.0,1.0,1.0,6,1,1,Which production company released donnie darko?,[['dbp:studio']],['dbp:studio'],factoid,production company released donnie darko ?,0,-0.026019215691825935,-0.014341389285146795
369,0.0,0.0,0.0,6,1,1,whats the nationality of mitra hajjar,[['dbo:birthPlace']],['dbo:nationality'],factoid,whats nationality mitra hajjar,0,-0.02779478309083135,0.0002498245020952202
373,1.0,1.0,1.0,8,1,1,which military conflict did mikhail bakhirev participate in,[['dbo:battle']],['dbo:battle'],factoid,military conflict mikhail bakhirev participate,0,-0.03258634472015808,-0.015038189958833744
374,0.0,0.0,0.0,6,1,1,what state is mountain view from?,[['dbo:location']],['dbo:country'],factoid,state mountain view ?,0,-0.047560111128065824,-0.0038621921328092484
376,0.0,0.0,0.0,11,2,0,What is the mascot of the alma mater of Deborah Crombie?,"[['dbo:almaMater'], ['dbp:mascot']]",[],factoid,mascot alma mater deborah crombie ?,0,-0.028914834103132624,-0.013079254462462222
377,1.0,1.0,1.0,4,1,1,who wrote acornas world?,[['dbo:author']],['dbo:author'],factoid,wrote acornas world ?,0,-0.032534558392862484,-0.018459543522038747
379,1.0,1.0,1.0,8,1,1,What area does clarksville/red river county airport serve?,[['dbo:city']],['dbo:city'],factoid,area clarksville/red river county airport serve ?,0,-0.04722010230856906,-0.007244052216581361
382,1.0,1.0,1.0,8,1,1,what is a lake located in bitlis province,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]",['dbo:location'],factoid,lake located bitlis province,0,-0.06687716238532809,-0.0024079878515914275
385,1.0,1.0,1.0,5,1,1,what is zayn malik's birthplace,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,zayn malik 's birthplace,0,-0.028543789952743252,-0.015153736412784771
386,1.0,1.0,1.0,6,1,2,Who was richard lewis influenced by,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,richard lewis influenced,0,-0.03564255604075471,-0.013337776802065219
388,0.0,0.0,0.0,6,1,0,Give me the Apollo 14 astronauts.,[['dbo:mission']],[],list,give apollo 14 astronauts .,0,-0.02788918265016319,-0.014902223915474265
390,1.0,1.0,1.0,5,1,1,who developed google chrome os,[['dbo:developer']],['dbo:developer'],factoid,developed google chrome os,0,-0.030076797850045845,-0.013532950970422055
393,1.0,1.0,1.0,8,1,1,"what time zone is copper harbor, michigan in",[['dbo:timeZone']],['dbo:timeZone'],factoid,"time zone copper harbor , michigan",0,-0.05302295244267967,-0.002756950415677872
394,1.0,1.0,1.0,6,1,1,What language does zi zhongyun master?,[['dbo:language']],['dbo:language'],factoid,language zi zhongyun master ?,0,-0.03452844667634368,-0.019466189151126547
398,1.0,1.0,1.0,6,1,1,what country is the amazonas in?,[['dbo:country']],['dbo:country'],factoid,country amazonas ?,0,-0.051829991376180586,-0.016886887799929386
399,1.0,1.0,1.0,6,1,1,where did william vesey-fitzgerald pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,william vesey-fitzgerald pass away,0,-0.034658754623556665,-0.016826389961963215
400,0.0,0.0,0.0,8,2,0,How many people have written for Gangan Comics?,"[['dbp:magazine'], ['dbp:author']]",[],count,many people written gangan comics ?,0,-0.03799748290567253,-0.019192748169072193
401,1.0,1.0,1.0,7,1,1,which time zone does lane associate with,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone lane associate,0,-0.0600823518361055,0.0006258687348812704
402,0.0,0.0,0.0,13,2,0,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]",[],list,list destinations airlines also serves mediterranean sea ?,0,-0.031139116962546485,-0.01574695281840553
403,1.0,1.0,1.0,5,1,1,where did martin scherber die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,martin scherber die,0,-0.04304342563017457,-0.019386414475434665
406,1.0,1.0,1.0,5,1,1,Where did aranmula ponnamma die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,aranmula ponnamma die,0,-0.04027640144293486,-0.018829236948729743
407,1.0,1.0,1.0,5,1,1,What nationality is Ferdinand Zirkel?,[['dbo:nationality']],['dbo:nationality'],factoid,nationality ferdinand zirkel ?,0,-0.035063350844441496,-0.01899344986320632
408,1.0,1.0,1.0,10,1,1,"What language is the film poliziotto, solitudine e rabbia in?",[['dbo:language']],['dbo:language'],factoid,"language film poliziotto , solitudine e rabbia ?",0,-0.04518321525784194,-0.02117255314946324
410,0.0,0.0,0.0,7,1,0,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],[],boolean,yabanc damat first aired uae ?,0,-0.02750085367370524,-0.013557575778064533
415,1.0,1.0,1.0,7,1,1,where was tammy hansen grady given birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,tammy hansen grady given birth,0,-0.03323245668896136,-0.016640717426295252
416,0.0,0.0,0.0,10,2,0,In which company's boards does the founder of Bomis sit?,"[['dbo:foundedBy'], ['dbo:board']]",[],factoid,company 's boards founder bomis sit ?,0,-0.03177741639693822,-0.017278259783340022
420,1.0,1.0,1.0,8,1,1,who is the executive producer of california solo,[['dbo:producer']],['dbo:producer'],factoid,executive producer california solo,0,-0.03650988855168589,-0.010509941311364422
421,1.0,1.0,1.0,6,1,1,what is a tactical shooter game?,[['dbo:genre']],['dbo:genre'],factoid,tactical shooter game ?,0,-0.029646058433508385,-0.016359961175933208
422,1.0,1.0,1.0,8,1,1,"who is prince richard, duke of gloucester's father",[['dbo:parent']],['dbo:parent'],factoid,"prince richard , duke gloucester 's father",0,-0.03243352180611653,-0.013269927656241642
