,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
7023,1.0,1.0,1.0,5,1,1,Name a popular fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name popular fiction book,4,0.030183471932962846,0.1969077799717376
7025,1.0,1.0,1.0,14,1,1,what is the name of the album created by the Swedish band the cardigans,[['dbo:artist']],['dbo:artist'],factoid,name album created swedish band cardigans,4,0.12388870729756798,0.19028864375532067
7038,1.0,0.75,0.8571428571428571,9,1,4,What is the name of a place within peru,"[['dbo:country', 'dbo:locatedInArea', 'dbo:city', 'dbo:location']]","['dbo:city', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,name place within peru,4,-0.012450138180388176,0.17667644741558894
7056,1.0,1.0,1.0,9,1,1,Name the constituency of  Jonas Gahr Stre ?,[['dbp:constituency']],['dbp:constituency'],list,name constituency jonas gahr stre ?,4,-0.007055739071977447,0.10540134584241588
7064,1.0,0.8571428571428571,0.923076923076923,9,1,7,What is the name of a park in london?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name park london ?,4,0.003035054236410721,0.1970220267725295
7096,1.0,1.0,1.0,11,1,1,Where was pierre samuel du pont de nemours' place of birth?,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,pierre samuel du pont de nemours ' place birth ?,4,-0.040720144312498006,-0.010664708218707138
7098,1.0,1.0,1.0,11,1,1,What is the name of an electronic dance album by Minuit?,[['dbo:genre']],['dbo:genre'],factoid,name electronic dance album minuit ?,4,0.13767088693378585,0.19669921986794137
7110,1.0,1.0,1.0,7,1,1,what is everson walls's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,everson walls 's place birth ?,4,-0.043590157547542245,-0.0071707919884759904
7114,1.0,1.0,1.0,11,1,7,What is the name of a location in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name location united states,4,-0.0254709398158097,0.25178695973635656
7142,1.0,1.0,1.0,8,1,1,what's the name of a famous acting teacher,[['dbo:occupation']],['dbo:occupation'],list,'s name famous acting teacher,4,-0.004553270188037979,0.14839274517044582
7143,1.0,1.0,1.0,5,1,1,Name a modern jazz singer.,[['dbo:genre']],['dbo:genre'],list,name modern jazz singer .,4,0.008767201616920248,0.16944322944589507
7166,1.0,1.0,1.0,7,1,7,Name an engineering institute located in India?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name engineering institute located india ?,4,-0.03464692673239134,0.1481878300260207
7213,0.0,0.0,0.0,6,1,0,Name some Texas based companies ?,[['dbo:locationCity']],[],list,name texas based companies ?,4,-0.0038401175018161907,0.16637099437658961
7218,0.0,0.0,0.0,8,1,1,Name a song written by the stanley brothers.,[['dbo:artist']],['dbo:writer'],list,name song written stanley brothers .,4,-0.010170665258927347,0.14937751625261572
7256,1.0,1.0,1.0,12,1,1,What is the name of a famous gospel music group from Georgia?,[['dbo:genre']],['dbo:genre'],factoid,name famous gospel music group georgia ?,4,0.12283626499892307,0.09975858498464835
7266,1.0,1.0,1.0,8,1,2,Name a tv episode written by bryan fuller?,"[['dbo:writer', 'dbp:writer']]","['dbo:writer', 'dbp:writer']",list,name tv episode written bryan fuller ?,4,-0.01031232869249714,0.11799400286753295
7268,1.0,0.8,0.888888888888889,5,1,5,Name a college in atlanta,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name college atlanta,4,0.0016190356684350675,0.1779175970135426
7275,1.0,1.0,1.0,10,1,1,What is the name of an album by ronnie montrose,[['dbo:artist']],['dbo:artist'],factoid,name album ronnie montrose,4,0.13381177222653848,0.21001608161210414
7292,1.0,1.0,1.0,9,1,1,which country did the siege of matsuo take place,[['dbo:place']],['dbo:place'],factoid,country siege matsuo take place,4,-0.05511440881188351,-0.008786526033789998
7293,1.0,1.0,1.0,7,1,2,which country has a place called perrytown,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,country place called perrytown,4,-0.05592628099238609,-0.006135076621932156
7296,1.0,1.0,1.0,7,1,1,What was gracita morales's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,gracita morales 's place death ?,4,-0.03821971581781824,-0.004919003798573812
7334,0.0,0.0,0.0,15,2,0,"Name the river whose mouth country is Mozambique and source region is North-Western Province, Zambia?","[['dbp:mouthCountry'], ['dbp:sourceRegion']]",[],list,"name river whose mouth country mozambique source region north-western province , zambia ?",4,-0.03315464970843075,0.08316833117667942
7342,1.0,1.0,1.0,11,1,2,What is the name of a high school in chula vista,"[['dbo:city', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid,name high school chula vista,4,-0.005123602697366835,0.11810552346949356
7355,1.0,1.0,1.0,6,1,2,Name one of mariska hargitay's parents.,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",list,name one mariska hargitay 's parents .,4,-0.004708789574917378,0.1180370154349429
7360,1.0,1.0,1.0,11,1,1,What is the name of a person who is an architect,[['dbo:occupation']],['dbo:occupation'],factoid,name person architect,4,-0.010682454782139668,0.2478020452299587
7368,1.0,1.0,1.0,7,1,2,"Name a beach in houghton county, michigan","[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list,"name beach houghton county , michigan",4,-0.0184589541404042,0.13561571024176164
7380,1.0,1.0,1.0,7,1,1,what is cai chusheng's place of birth?,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,cai chusheng 's place birth ?,4,-0.04359015754754231,-0.007170791988475835
7390,1.0,0.42857142857142855,0.6,10,1,7,what is the name of a street located in liverpool,"[['dbo:city', 'dbo:region', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name street located liverpool,4,-0.03421643683767498,0.18178750244800065
7398,1.0,1.0,1.0,9,1,1,what was the place of birth of cristian vella,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth cristian vella,4,-0.04401818574032601,-0.00807431355833236
7423,1.0,1.0,1.0,7,1,1,What is the name of a musician?,[['dbo:occupation']],['dbo:occupation'],factoid,name musician ?,4,0.03353959735502667,0.3132498060326524
7438,1.0,1.0,1.0,6,1,1,what event took place in kosovo,[['dbo:place']],['dbo:place'],factoid,event took place kosovo,4,-0.04029818113139007,-0.0034641040923470536
7497,0.0,0.0,0.0,15,2,0,Name the partners of the models whose one of the partner is Thom Evans ?,"[['dbo:partner'], ['dbo:partner']]",[],list,name partners models whose one partner thom evans ?,4,-0.010660263549639271,0.09015899669710228
7529,1.0,1.0,1.0,12,1,1,what's the name of a battle that george armstrong custer participated in,[['dbo:battle']],['dbo:battle'],list,'s name battle george armstrong custer participated,4,-0.012205983355722379,0.10452012327657996
7553,0.0,0.0,0.0,11,1,1,What is the name of an album by the birthday massacre,[['dbo:artist']],['dbo:type'],factoid,name album birthday massacre,4,0.12913003455860517,0.2038358791423981
7561,1.0,1.0,1.0,8,1,1,what was the name of king saul's daughter,[['dbo:parent']],['dbo:parent'],factoid,name king saul 's daughter,4,-0.0003509648095788577,0.13977678708945468
7562,0.0,0.0,0.0,11,1,1,What is the name of a mountain located in the alps?,"[['dbo:locatedInArea', 'dbo:location']]",['dbo:mountainRange'],factoid,name mountain located alps ?,4,-0.03759251974682033,0.18961038452075704
7573,0.0,0.0,0.0,14,2,1,Name the common distributing label of the Chinga Chang Records and StandBy Records ?,"[['dbo:distributingLabel'], ['dbo:distributingLabel']]",['dbp:label'],list,name common distributing label chinga chang records standby records ?,4,-0.009330076679618193,0.09944776775788954
7574,1.0,1.0,1.0,8,1,1,what's the name of a 1974 jazz album?,[['dbo:genre']],['dbo:genre'],list,'s name 1974 jazz album ?,4,0.16201776201382823,0.24794653402917372
7613,1.0,1.0,1.0,16,1,1,What is the name of a mountain peak located in the north american state of georgia?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",['dbo:locatedInArea'],factoid,name mountain peak located north american state georgia ?,4,-0.05621618051760134,0.1393229851549161
7645,1.0,1.0,1.0,9,1,7,What is the name of a location within indiana,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name location within indiana,4,-0.006375873610788286,0.18551451499330426
7660,1.0,1.0,1.0,5,1,7,What's a place in canada,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:province', 'dbo:region']",factoid,'s place canada,4,-0.04749857614583826,0.0031525418027140346
7694,1.0,1.0,1.0,3,1,1,Name a businessman.,[['dbo:occupation']],['dbo:occupation'],list,name businessman .,4,0.015712465950453353,0.24791557613422005
7714,1.0,1.0,1.0,10,1,1,What is a place that was named after james madison?,[['dbp:namedFor']],['dbp:namedFor'],factoid,place named james madison ?,4,-0.04454054369226024,-0.0038970800997579244
7715,0.0,0.0,0.0,12,1,0,What is the name of the homeground of football team Panionios G.S.S.?,[['dbo:ground']],[],factoid,name homeground football team panionios g.s.s . ?,4,-0.014332676400218467,0.08553374432724756
7716,1.0,1.0,1.0,9,1,1,what is the name of a famous  actor,[['dbo:occupation']],['dbo:occupation'],factoid,name famous actor,4,-0.0029022331973593304,0.26623156610075666
7722,1.0,1.0,1.0,6,1,1,Name an outfielder from the 1930s.,[['dbo:position']],['dbo:position'],list,name outfielder 1930s .,4,0.000983821459097062,0.15378551286498598
7734,1.0,1.0,1.0,10,1,1,name a city located in north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],list,name city located north american central time zone,4,-0.10833728748031914,0.1947118985700107
7741,1.0,0.5,0.6666666666666666,11,1,2,what is the name of a high school in new jersey,[['dbo:type']],"['dbo:city', 'dbo:type']",factoid,name high school new jersey,4,-0.009021860523492846,0.16337745850426574
7754,1.0,1.0,1.0,9,1,1,What is the name of a short story book?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name short story book ?,4,0.015388175948378775,0.1665389876297644
7764,0.0,0.0,0.0,17,2,0,What is the resting place of the person who is the successor of James W. Hyatt ?,"[['dbp:successor'], ['dbo:restingPlace']]",[],factoid,resting place person successor james w. hyatt ?,4,-0.05087771137557678,0.018881033083315252
7771,1.0,1.0,1.0,8,1,1,Name a book from the speculative fiction genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name book speculative fiction genre,4,0.13914781367649673,0.1861382270590295
7793,1.0,0.14285714285714285,0.25,5,1,7,Name a waterfall in brazil,[['dbo:locatedInArea']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name waterfall brazil,4,0.002124178835289342,0.15616638639511388
7803,1.0,1.0,1.0,9,1,1,What is the place of birth of bill atkinson?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth bill atkinson ?,4,-0.04621820517170514,-0.01023801853091
7806,1.0,1.0,1.0,9,1,1,where was the death place of giovanni paolo colonna,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place giovanni paolo colonna,4,-0.03636928165890558,-0.005181894719480061
7822,1.0,1.0,1.0,7,1,1,What is bill anderson's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,bill anderson 's place death ?,4,-0.03916971890311728,-0.007330587795669707
7835,1.0,1.0,1.0,9,1,1,What is the name of a pop music DJ,[['dbo:genre']],['dbo:genre'],factoid,name pop music dj,4,0.21723733173448026,0.14483340347576293
7875,1.0,1.0,1.0,10,1,7,What is the name of group of hills in cumbria?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name group hills cumbria ?,4,0.0009365902409640738,0.13675812131943596
7876,1.0,1.0,1.0,7,1,4,what's a place within santa barbara county,"[['dbo:locatedInArea', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,'s place within santa barbara county,4,-0.05569614621846172,0.006648403303706914
7895,0.0,0.0,0.0,16,2,0,Name the states which have been billed by the wrestlers who has also billed Georgia ?,"[['dbp:billed'], ['dbp:billed']]",[],list,name states billed wrestlers also billed georgia ?,4,-0.018657399179301,0.10680720734470013
7896,1.0,1.0,1.0,12,1,1,what is the name of an album that big drill car created,[['dbo:artist']],['dbo:artist'],factoid,name album big drill car created,4,0.11316894536314641,0.1813278355303875
7909,0.0,0.0,0.0,12,2,1,Name the veneration of the monarch who is the predecessor of Solomon?,"[['dbp:predecessor'], ['dbp:veneratedIn']]",['dbp:successor'],list,name veneration monarch predecessor solomon ?,4,-0.006555279028425535,0.11136547434407898
7914,1.0,1.0,1.0,12,1,1,whats the name of a school that is a  public university,[['dbo:type']],['dbo:type'],factoid,whats name school public university,4,0.003055116055217536,0.1774465909538053
7922,1.0,1.0,1.0,7,1,1,Where was Rungtham Pumseenil's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,rungtham pumseenil 's place birth ?,4,-0.04359015754754234,-0.0071707919884787695
7923,1.0,1.0,1.0,9,1,1,name a township in north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],list,name township north american central time zone,4,-0.0518310041400736,0.15932849196110999
7932,0.0,0.0,0.0,10,2,0,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]",[],list,"name university whose affiliations 's foundation place washington , d.c. ?",4,-0.019931984084918697,0.12212701189957015
7939,1.0,1.0,1.0,8,1,1,Name a psychedelic rock album by Jimi Hendrix?,[['dbo:genre']],['dbo:genre'],list,name psychedelic rock album jimi hendrix ?,4,0.1643922501436307,0.218868664149015
7948,0.0,0.0,0.0,6,1,1,Name an album by Julian Priester,[['dbo:type']],['dbo:artist'],list,name album julian priester,4,0.13693371375514504,0.21456066605118776
7953,1.0,1.0,1.0,6,1,7,Name a place in west virginia.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place west virginia .,4,-0.011232617179591895,0.19333699066246188
7962,1.0,1.0,1.0,7,1,1,name an album done by dashboard confessional,[['dbo:artist']],['dbo:artist'],list,name album done dashboard confessional,4,0.11081083095310006,0.17928351287635794
7963,1.0,1.0,1.0,11,1,1,what is the name of a song written by joe tex?,[['dbo:writer']],['dbo:writer'],factoid,name song written joe tex ?,4,-0.012708820269183026,0.13836988167653477
7966,0.0,0.0,0.0,14,2,1,Name the television show whose creator is Simon Fuller and presented by Ryan Seacrest?,"[['dbo:presenter'], ['dbp:creator']]",['dbo:creator'],list,name television show whose creator simon fuller presented ryan seacrest ?,4,-0.012750399188330494,0.08029635930640819
7973,1.0,1.0,1.0,4,1,1,Name an emo album,[['dbo:genre']],['dbo:genre'],list,name emo album,4,0.20097045153251797,0.30178263316230175
7978,1.0,1.0,1.0,6,1,1,name n alternative rock  album,[['dbo:genre']],['dbo:genre'],list,name n alternative rock album,4,0.3060537894518597,0.3967643578449394
8029,0.0,0.0,0.0,7,1,1,Name an album released by wilson pickett,[['dbo:artist']],['dbo:type'],list,name album released wilson pickett,4,0.13923893687375474,0.2095279400196898
8049,1.0,1.0,1.0,10,1,1,What is the name of a well known male screenwriter?,[['dbo:occupation']],['dbo:occupation'],factoid,name well known male screenwriter ?,4,0.0012746768347996586,0.14071163758175081
8063,1.0,1.0,1.0,8,1,1,What is the birth place of Émile bernard,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place émile bernard,4,-0.044570156762130865,-0.00790176781504062
8067,1.0,1.0,1.0,5,1,1,Name a science fiction book.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name science fiction book .,4,0.028248247218476658,0.19311138089462423
8079,1.0,1.0,1.0,6,1,1,what is the name a outfielder,[['dbo:position']],['dbo:position'],factoid,name outfielder,4,0.0125153493958244,0.22186009017551558
8088,0.0,0.0,0.0,17,2,0,"Which county seat of the King County, Washington and PLACE OF DEATH of the Phil Lumpkin ?","[['dbo:countySeat'], ['dbp:placeOfDeath']]",[],factoid,"county seat king county , washington place death phil lumpkin ?",4,-0.05211801756799124,-0.0006374446458211555
8098,0.0,0.0,0.0,8,1,1,what was paul h. dunn's place of death,[['dbp:deathPlace']],['dbo:deathPlace'],factoid,paul h. dunn 's place death,4,-0.04011753530081985,-0.004312282510311723
8102,1.0,1.0,1.0,13,1,1,Name a gameplay mode that can be found in the videogame sonic shuffle.,[['dbp:modes']],['dbp:modes'],list,name gameplay mode found videogame sonic shuffle .,4,-0.010283611299890456,0.10230554484326371
8113,0.0,0.0,0.0,19,2,0,Name the musician who gave the music in Tonight's the night and is also wedded to Alana Stewart ?,"[['dbo:spouse'], ['dbp:music']]",[],list,name musician gave music tonight 's night also wedded alana stewart ?,4,0.07567602248394903,0.05531465521829768
8120,1.0,1.0,1.0,10,1,1,what is the name of a punk rock christmas album,[['dbo:genre']],['dbo:genre'],factoid,name punk rock christmas album,4,0.23919882837265155,0.30655930424387307
8144,1.0,1.0,1.0,5,1,7,Name a place in india.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place india .,4,-0.006098965961792694,0.24310845003099574
8166,1.0,1.0,1.0,3,1,1,Name a cinematographer.,[['dbo:occupation']],['dbo:occupation'],list,name cinematographer .,4,0.017878358051024505,0.27240901691492075
8183,1.0,1.0,1.0,13,1,1,whats the name of a player who is a  defenceman (ice hockey),[['dbo:position']],['dbo:position'],factoid,whats name player defenceman ( ice hockey ),4,-0.0064407245436244875,0.1322125210526319
8205,1.0,1.0,1.0,8,1,1,which historical events took place in osaka prefecture?,[['dbo:place']],['dbo:place'],factoid,historical events took place osaka prefecture ?,4,-0.037763707180953086,-0.006126421160704357
8206,1.0,1.0,1.0,10,1,1,What is the name of a track by chris smither,[['dbo:artist']],['dbo:artist'],factoid,name track chris smither,4,-0.00027493292073369835,0.1589899580383574
8207,1.0,1.0,1.0,9,1,1,What is the name of a progressive rock album?,[['dbo:genre']],['dbo:genre'],factoid,name progressive rock album ?,4,0.2803717543867518,0.360657375668591
8208,1.0,1.0,1.0,4,1,1,Name a horror book.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name horror book .,4,0.026582470107228334,0.20329732927898841
8212,1.0,1.0,1.0,9,1,1,Name a song that martin gore wrote and composed?,[['dbo:writer']],['dbo:writer'],list,name song martin gore wrote composed ?,4,-0.014596165180673306,0.12561070094168691
8229,0.0,0.0,0.0,10,1,0,What is the name of the autonomous region in autonomous?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",[],factoid,name autonomous region autonomous ?,4,-0.0072681344847585405,0.1109116748501511
8232,1.0,1.0,1.0,8,1,1,what is a name of a mystery book,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name mystery book,4,0.028200325535121914,0.21036601944948524
8236,1.0,1.0,1.0,8,1,1,where was the place that john sherwood die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,place john sherwood die,4,-0.059731978045996344,-0.0191285084169929
8255,1.0,1.0,1.0,7,1,1,where did operation northern iraq take place,[['dbo:place']],['dbo:place'],factoid,operation northern iraq take place,4,-0.03817164857392091,-0.006803791476681094
8263,1.0,1.0,1.0,9,1,1,Where was john quincy adams ii's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,john quincy adams ii 's place birth ?,4,-0.049798521022904295,-0.01580272266274431
8264,0.0,0.0,0.0,9,1,1,what is the name of the monster magnet album,[['dbo:artist']],['dbo:genre'],factoid,name monster magnet album,4,0.14428108016181507,0.22411154831467772
8268,1.0,1.0,1.0,6,1,1,What is heinrich böll's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,heinrich böll 's birth place,4,-0.04397250031248382,-0.007138305207573088
8282,1.0,1.0,1.0,7,1,1,whats the name of a korean composer,[['dbo:occupation']],['dbo:occupation'],factoid,whats name korean composer,4,0.00906270464247516,0.18450587972376778
8292,1.0,1.0,1.0,7,1,1,What is katie mcgregor place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,katie mcgregor place birth ?,4,-0.04481294537153739,-0.007333964592878812
8309,1.0,1.0,1.0,7,1,1,what is ray krocs place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,ray krocs place birth,4,-0.044685796043998166,-0.009600363065650102
8335,1.0,1.0,1.0,9,1,1,Name an album from the genre rhythm and blues,[['dbo:genre']],['dbo:genre'],list,name album genre rhythm blues,4,0.28493507397033146,0.26860995346537586
8358,1.0,1.0,1.0,10,1,1,What is the name of an album by tony bennett,[['dbo:artist']],['dbo:artist'],factoid,name album tony bennett,4,0.15415977892192131,0.2376403755487059
8375,1.0,1.0,1.0,13,1,1,name a type of way that red faction: armageddon  can be played,[['dbp:modes']],['dbp:modes'],list,name type way red faction : armageddon played,4,0.032119724125194815,0.06387660090011754
8377,1.0,1.0,1.0,9,1,1,Name some schools with a bison as their mascot?,[['dbp:mascot']],['dbp:mascot'],list,name schools bison mascot ?,4,-0.0035693098725381824,0.12969041717220292
8409,1.0,1.0,1.0,7,1,1,what is leonie rysanek's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,leonie rysanek 's place death,4,-0.03720479799310155,-0.003784746868223652
8415,1.0,1.0,1.0,5,1,1,name a professional voice actor,[['dbo:occupation']],['dbo:occupation'],list,name professional voice actor,4,-0.008797138316580138,0.1969477863149464
8429,1.0,1.0,1.0,11,1,1,what is the name of a 2002 compilation alternative rock album,[['dbo:genre']],['dbo:genre'],factoid,name 2002 compilation alternative rock album,4,0.19419810153047218,0.25788604923704966
8486,1.0,1.0,1.0,12,1,7,what is the name of a location in the  united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name location united states,4,-0.0254709398158097,0.25178695973635656
8494,0.0,0.0,0.0,10,1,1,Where is the place of death of Carl M. Voyles?,[['dbp:deathPlace']],['dbo:deathPlace'],factoid,place death carl m. voyles ?,4,-0.03897751991923371,-0.0028975097087971854
8500,1.0,1.0,1.0,9,1,1,Who are the politicians whose death place is Ontario?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,politicians whose death place ontario ?,4,-0.04188428126754289,-0.00016363818993400084
8513,0.0,0.0,0.0,12,2,0,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]",[],list,name common managing club ivan toplak bret simon ?,4,-0.011266458013872391,0.08374359620687657
8528,1.0,1.0,1.0,8,1,1,what is buckner stith morris' place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,buckner stith morris ' place birth,4,-0.04160747618113004,-0.00830204859158625
8537,0.0,0.0,0.0,7,1,0,Name the university of Alexandre Tichonov ?,[['dbp:university']],[],list,name university alexandre tichonov ?,4,-0.005686833549218391,0.13225603362512073
8547,1.0,0.4,0.5714285714285715,8,1,5,Name a city located in Humacao Puerto Rico,"[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name city located humacao puerto rico,4,-0.05819870141752455,0.1456124437382085
8582,1.0,1.0,1.0,8,1,1,What is the birth place of hannah murray?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place hannah murray ?,4,-0.044390339482530725,-0.007399466938950195
8586,1.0,1.0,1.0,8,1,1,what is the name of a gabber album,[['dbo:genre']],['dbo:genre'],factoid,name gabber album,4,0.18085272992085563,0.2758601605443992
8595,1.0,1.0,1.0,7,1,2,"which places are nearby crocker place, california?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,"places nearby crocker place , california ?",4,-0.04171932312879119,-0.005284918325178607
8636,1.0,1.0,1.0,6,1,1,Name a track by pharaoh overlord.,[['dbo:artist']],['dbo:artist'],list,name track pharaoh overlord .,4,-0.002250564588659385,0.1466457213861364
8646,1.0,1.0,1.0,5,1,1,Name a country rock album.,[['dbo:genre']],['dbo:genre'],list,name country rock album .,4,0.3190679779787956,0.44019071642417795
8649,1.0,1.0,1.0,10,1,3,"Name a city located in Bartow County, Georgia, United States.","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,"name city located bartow county , georgia , united states .",4,-0.09012752655352084,0.18406705021373168
8651,0.0,0.0,0.0,7,1,0,Name the source Island of Bayou ?,[['dbo:source']],[],list,name source island bayou ?,4,-0.00448317418393645,0.1382850762791023
8664,1.0,0.5,0.6666666666666666,7,1,2,What's a place in province of frosinone,"[['dbo:province', 'dbo:location']]","['dbo:location', 'dbo:region']",factoid,'s place province frosinone,4,-0.04242228274086613,-0.002635940000389541
8667,1.0,1.0,1.0,9,1,1,Name someone who is known for being a filmmaker,[['dbo:occupation']],['dbo:occupation'],list,name someone known filmmaker,4,-0.0005143862537818201,0.18329175631546954
8680,1.0,1.0,1.0,5,1,1,Name a heavy metal album.,[['dbo:genre']],['dbo:genre'],list,name heavy metal album .,4,0.21502915633808345,0.30735658441966573
8695,0.0,0.0,0.0,10,1,1,what's the name of an actor who's from los angeles,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:occupation'],list,'s name actor 's los angeles,4,-0.012053126500964757,0.18726443003090684
8725,1.0,1.0,1.0,9,1,1,Name a military personnel involved in world war ii,[['dbo:battle']],['dbo:battle'],list,name military personnel involved world war ii,4,-0.006953100610664209,0.11429535431667819
8729,1.0,1.0,1.0,7,1,1,Name a work written by max beerbohm,[['dbo:author']],['dbo:author'],list,name work written max beerbohm,4,-0.008694202735803142,0.12959419861452648
8733,1.0,1.0,1.0,5,1,1,Name world of wonders genre,[['dbo:genre']],['dbo:genre'],list,name world wonders genre,4,0.11701275985620387,0.16519840354649187
