,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,training_count
6400,0.0,0.0,0.0,11,1,5,Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?,[['dbp:poleDriver']],"['dbo:bronzeMedalist', 'dbo:firstDriver', 'dbo:poleDriver', 'dbo:position', 'dbp:firstDriver']",boolean,[[4]]
6408,0.0,0.0,0.0,4,1,5,which area produced kits,"[['dbo:city', 'dbo:broadcastArea']]","['dbo:country', 'dbo:distributor', 'dbo:isPartOf', 'dbo:producer', 'dbp:studio']",factoid,"[[1218, 48]]"
6427,0.5,0.2,0.2857142857142857,13,2,5,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]","['dbo:assembly', 'dbo:country', 'dbo:publisher', 'dbo:recordedIn', 'dbp:studio']",factoid,"[[7], [6]]"
6461,0.5,0.2,0.2857142857142857,7,2,5,Paul Morphy compiled journals of which field?,"[['dbp:editor'], ['dbp:discipline']]","['dbo:writer', 'dbp:author', 'dbp:country', 'dbp:deathPlace', 'dbp:discipline']",list,"[[10], [10]]"
6470,0.5,0.2,0.2857142857142857,16,2,5,Who  won the Lovelace Medal and the Norbert Wiener Award for Social and Professional Responsibility?,"[['dbp:prizes'], ['dbp:prizes']]","['dbo:award', 'dbo:occupation', 'dbo:religion', 'dbp:awards', 'dbp:prizes']",factoid,"[[13], [13]]"
6480,0.5,0.2,0.2857142857142857,15,2,5,Collect and return a list of things in the area where Spanish language is used?,"[['dbo:language'], ['dbo:location']]","['dbo:language', 'dbo:languageFamily', 'dbo:officialLanguage', 'dbo:spokenIn', 'dbp:language']",list,"[[520], [1670]]"
6545,0.5,0.2,0.2857142857142857,13,2,5,Who are the shareholder of the soccer club for whom Steve Holland plays?,"[['dbp:currentclub'], ['dbp:owner']]","['dbo:author', 'dbo:league', 'dbo:owner', 'dbo:team', 'dbp:owner']",factoid,"[[12], [51]]"
6549,0.0,0.0,0.0,14,2,5,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]","['dbo:almaMater', 'dbo:foundedBy', 'dbo:president', 'dbo:sport', 'dbo:type']",list,"[[73], [4]]"
6555,0.0,0.0,0.0,7,1,5,what kind of a company is bowfinger?,[['dbp:studio']],"['dbo:genre', 'dbo:industry', 'dbo:programmeFormat', 'dbo:recordLabel', 'dbo:type']",factoid,[[136]]
6563,0.0,0.0,0.0,7,1,5,Is the Hyundai Lavita assembled in Kulim?,[['dbo:assembly']],"['dbo:bandMember', 'dbo:predecessor', 'dbo:region', 'dbo:writer', 'dbp:assembly']",boolean,[[7]]
6592,0.5,0.2,0.2857142857142857,16,2,5,In how many places can I find people whose alma mater was in bachelor of arts?,"[['dbo:residence'], ['dbp:almaMater']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:college', 'dbo:state', 'dbp:almaMater']",count,"[[34], [29]]"
6600,0.5,0.2,0.2857142857142857,12,2,5,"Who is the producer of album, which has the song Eclipse ?","[['dbo:album'], ['dbp:producer']]","['dbo:musicalArtist', 'dbo:producer', 'dbo:type', 'dbp:album', 'dbp:producer']",factoid,"[[8], [24]]"
6639,0.5,0.2,0.2857142857142857,20,2,5,How many non-fiction subject are there of the books whose one of the non-fiction subject is Ankh-Morpork City Watch ?,"[['dbo:nonFictionSubject'], ['dbo:nonFictionSubject']]","['dbo:country', 'dbo:literaryGenre', 'dbo:nonFictionSubject', 'dbp:author', 'dbp:subject']",count,"[[14], [14]]"
6647,0.0,0.0,0.0,7,2,5,Which nation's engineers have graduated in Poland?,"[['dbo:education'], ['dbp:nationality']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:country', 'dbo:nationality', 'dbp:almaMater']",factoid,"[[15], [17]]"
6665,0.0,0.0,0.0,7,1,5,Who was the narrator in the point?,[['dbp:narrated']],"['dbo:cinematography', 'dbo:language', 'dbo:narrator', 'dbo:writer', 'dbp:birthPlace']",factoid,[[12]]
6719,0.0,0.0,0.0,15,2,5,"Naval station mobile and naval support activity, naples are under which branch of Us military?","[['dbo:type'], ['dbo:type']]","['dbo:governor', 'dbo:militaryBranch', 'dbo:programmeFormat', 'dbo:religion', 'dbp:branch']",list,"[[1160], [1160]]"
6737,0.0,0.0,0.0,16,2,5,In how many places can I find people who were the architects of the Dundas Castle?,"[['dbp:architecture'], ['dbp:region']]","['dbo:architect', 'dbo:birthPlace', 'dbp:address', 'dbp:architect', 'dbp:designer']",count,"[[4], [13]]"
6746,0.5,0.2,0.2857142857142857,7,2,5,In which races have Tillingdale's horses participated?,"[['dbp:owner'], ['dbp:race']]","['dbo:associatedBand', 'dbo:battle', 'dbo:honours', 'dbo:writer', 'dbp:race']",factoid,"[[51], [16]]"
6782,0.0,0.0,0.0,7,1,5,what is a work by glen macpherson,[['dbo:cinematography']],"['dbo:artist', 'dbo:author', 'dbo:director', 'dbo:notableWork', 'dbo:writer']",factoid,[[124]]
6824,0.5,0.2,0.2857142857142857,21,2,5,Which tv show was preceded by The spirit of Christmas and voice to the character was given by Mona Marshall ?,"[['dbo:previousWork'], ['dbp:voices']]","['dbo:location', 'dbo:subsequentWork', 'dbo:successor', 'dbo:voice', 'dbp:voices']",factoid,"[[11], [18]]"
6872,0.5,0.2,0.2857142857142857,15,2,5,What is the religion of the political party which is an international party of Hamas?,"[['dbp:international'], ['dbo:religion']]","['dbo:ideology', 'dbo:party', 'dbo:religion', 'dbp:party', 'dbp:religion']",factoid,"[[3], [257]]"
6877,0.0,0.0,0.0,13,2,5,What are the television shows which are in NTSC and 5.1 surround sound?,"[['dbo:format'], ['dbo:format']]","['dbo:country', 'dbo:location', 'dbo:region', 'dbp:cities', 'dbp:company']",factoid,"[[4], [4]]"
6895,0.0,0.0,0.0,13,1,5,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,[['dbp:children']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:party', 'dbp:leader', 'dbp:party']",factoid,[[33]]
6904,0.0,0.0,0.0,11,2,5,In which racing championships did Bobby Beasley and Martin Molony participate?,"[['dbo:race'], ['dbo:race']]","['dbo:battle', 'dbo:notableWork', 'dbo:sport', 'dbp:name', 'dbp:race']",factoid,"[[6], [6]]"
6906,0.5,0.2,0.2857142857142857,10,2,5,"What political party has governed both in Baraily,MP and Jowai?","[['dbo:leaderName'], ['dbo:leaderName']]","['dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbo:party', 'dbp:party']",factoid,"[[25], [25]]"
6941,0.5,0.2,0.2857142857142857,14,2,5,What awards have been given to people schooled in the Everton park state high?,"[['dbp:education'], ['dbp:awards']]","['dbo:award', 'dbo:birthPlace', 'dbo:city', 'dbo:honours', 'dbp:awards']",factoid,"[[21], [50]]"
6973,0.0,0.0,0.0,11,1,5,what is the name of a high school in new jersey,[['dbo:type']],"['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:state']",factoid,[[1160]]
6978,0.5,0.2,0.2857142857142857,12,2,5,Which religion is followed by people in the family of Meadow Sopranos?,"[['dbp:family'], ['dbo:religion']]","['dbo:family', 'dbo:relative', 'dbo:religion', 'dbp:related', 'dbp:religion']",factoid,"[[5], [257]]"
7003,0.0,0.0,0.0,8,1,5,what is an example of the dubliners' music,[['dbo:artist']],"['dbo:deathPlace', 'dbo:genre', 'dbo:programmeFormat', 'dbo:recordLabel', 'dbo:type']",factoid,[[1147]]
7021,0.5,0.2,0.2857142857142857,14,2,5,What are some music artists whose bands have signed up with Entertainment One Music?,"[['dbp:label'], ['dbo:bandMember']]","['dbo:associatedMusicalArtist', 'dbo:musicComposer', 'dbo:recordLabel', 'dbp:label', 'dbp:music']",factoid,"[[33], [18]]"
7036,0.5,0.2,0.2857142857142857,19,2,5,How many other wine region are there of the grapes whose one of the wine region is Michigan ?,"[['dbo:wineRegion'], ['dbo:wineRegion']]","['dbo:country', 'dbo:origin', 'dbo:region', 'dbo:wineRegion', 'dbp:region']",count,"[[12], [12]]"
7037,0.5,0.2,0.2857142857142857,13,2,5,What is the band with previous members  Kevin Jonas and Joe Jonas?,"[['dbp:pastMembers'], ['dbp:pastMembers']]","['dbo:associatedBand', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:currentMembers', 'dbp:pastMembers']",factoid,"[[13], [13]]"
7056,0.0,0.0,0.0,9,2,5,What are the organisation founded in Texas and Dallas?,"[['dbo:foundationPlace'], ['dbo:foundationPlace']]","['dbo:foundedBy', 'dbo:founder', 'dbo:locationCity', 'dbp:foundation', 'dbp:founder']",factoid,"[[37], [37]]"
7059,0.5,0.2,0.2857142857142857,18,2,5, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]","['dbo:city', 'dbo:location', 'dbo:province', 'dbp:leaderName', 'dbp:province']",list,"[[25], [5]]"
7070,0.5,0.2,0.2857142857142857,8,2,5,Who were some governmental heads in Nazi Germany?,"[['dbo:jurisdiction'], ['dbo:leader']]","['dbo:leader', 'dbo:locatedInArea', 'dbo:location', 'dbp:governingBody', 'dbp:jurisdiction']",factoid,"[[2], [32]]"
7072,0.0,0.0,0.0,9,1,5,"Where was Henri, Duke of Rohan laid to rest?",[['dbo:placeOfBurial']],"['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeOfDeath', 'dbp:placeofburial', 'dbp:restingplace']",factoid,[[1]]
7084,0.5,0.2,0.2857142857142857,11,2,5,Who represent the constituencies of Noe Valley and Duboce Triangle ?,"[['dbp:constituency'], ['dbp:constituency']]","['dbo:country', 'dbo:district', 'dbo:region', 'dbo:tenant', 'dbp:constituency']",factoid,"[[23], [23]]"
7138,0.5,0.2,0.2857142857142857,9,2,5,Name the rivers whose source country's capital is Lusaka?,"[['dbo:sourceCountry'], ['dbo:capital']]","['dbo:capital', 'dbo:location', 'dbo:source', 'dbp:capital', 'dbp:sourceLocation']",list,"[[22], [21]]"
7140,0.0,0.0,0.0,13,2,5,Which city is known for the people working in the western penn hospital?,"[['dbp:workInstitutions'], ['dbo:knownFor']]","['dbo:city', 'dbo:employer', 'dbo:location', 'dbo:occupation', 'dbp:knownFor']",factoid,"[[8], [40]]"
7163,0.0,0.0,0.0,10,1,5,Which American presidents were in office during the Vietnam War?,[['dbo:commander']],"['dbo:battle', 'dbo:president', 'dbp:branch', 'dbp:office', 'dbp:president']",factoid,[[30]]
7169,0.0,0.0,0.0,7,1,5,Who does the voice of Bart Simpson?,[['dbp:voiceactor']],"['dbo:instrument', 'dbo:occupation', 'dbo:voice', 'dbp:animator', 'dbp:voices']",factoid,[[1]]
7176,0.0,0.0,0.0,8,1,5,What county is texas cyclone a part of,[['dbo:location']],"['dbo:country', 'dbo:isPartOf', 'dbo:region', 'dbo:state', 'dbp:areas']",factoid,[[1670]]
7177,0.5,0.2,0.2857142857142857,9,2,5,Name a colonel whose resting place is Montpelier ?,"[['dbp:rank'], ['dbp:restingplace']]","['dbo:relation', 'dbo:restingPlace', 'dbp:placeofburial', 'dbp:restingPlace', 'dbp:restingplace']",list,"[[6], [25]]"
7195,0.0,0.0,0.0,7,1,5,Does Shaun Thong a member of Audi?,[['dbp:currentTeam']],"['dbo:bandMember', 'dbo:team', 'dbp:membership', 'dbp:name', 'dbp:party']",boolean,[[7]]
7222,0.0,0.0,0.0,6,1,5,Where do the Red Sox play?,[['dbp:ballpark']],"['dbo:league', 'dbo:position', 'dbo:team', 'dbp:place', 'dbp:playedFor']",factoid,[[1]]
7226,0.5,0.2,0.2857142857142857,10,2,5,List the birthplace of the medicians who studied in Harvard.,"[['dbo:institution'], ['dbo:birthPlace']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:party', 'dbp:birthPlace', 'dbp:education']",list,"[[17], [4201]]"
7249,0.5,0.2,0.2857142857142857,11,2,5,in which country does the river end which originates in Lebrsnik?,"[['dbo:sourcePlace'], ['dbo:mouthCountry']]","['dbo:country', 'dbo:nationality', 'dbo:riverMouth', 'dbo:sourceCountry', 'dbo:sourcePlace']",factoid,"[[9], [5]]"
7254,0.5,0.2,0.2857142857142857,11,2,5,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]","['dbo:country', 'dbo:region', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:region']",factoid,"[[1526], [1891]]"
7263,0.5,0.2,0.2857142857142857,16,2,5,"Who are the parent  of the people that  has POD as Redding, Connecticut ?","[['dbo:deathPlace'], ['dbo:parent']]","['dbo:child', 'dbo:parent', 'dbo:parentOrganisation', 'dbp:children', 'dbp:parent']",factoid,"[[1213], [187]]"
7269,0.5,0.2,0.2857142857142857,14,2,5,"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for?","[['dbo:sport'], ['dbo:occupation']]","['dbo:athletics', 'dbo:knownFor', 'dbo:sport', 'dbp:genre', 'dbp:religiousAffiliation']",factoid,"[[41], [629]]"
7270,0.5,0.2,0.2857142857142857,15,2,5,What is common between genre of battle chess and purpose of New Zealand Chess ?,"[['dbp:genre'], ['dbp:purpose']]","['dbo:computingPlatform', 'dbo:genre', 'dbo:literaryGenre', 'dbp:battles', 'dbp:genre']",factoid,"[[246], [15]]"
7288,0.5,0.2,0.2857142857142857,10,2,5,Where are the movies directed by Faisal Aman Khan recorded?,"[['dbo:director'], ['dbp:recorded']]","['dbo:director', 'dbo:recordedIn', 'dbp:director', 'dbp:starring', 'dbp:writer']",factoid,"[[607], [6]]"
7304,0.5,0.2,0.2857142857142857,12,2,5,Name the office holder whose constituency are Duboce Triangle and Haight-Ashbury ?,"[['dbp:constituency'], ['dbp:constituency']]","['dbo:country', 'dbo:district', 'dbo:location', 'dbo:militaryUnit', 'dbp:constituency']",list,"[[23], [23]]"
7319,0.5,0.2,0.2857142857142857,18,2,5,"Which mainter of  Cheasty Boulevard South is also the county seat of the King County, Washingtonsu ?","[['dbo:maintainedBy'], ['dbo:countySeat']]","['dbo:capital', 'dbo:countySeat', 'dbo:district', 'dbo:isPartOf', 'dbp:placeOfDeath']",factoid,"[[12], [10]]"
7347,0.0,0.0,0.0,6,1,5,Was Henry Knox a major general?,[['dbo:militaryRank']],"['dbo:commander', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:notableWork']",boolean,[[7]]
7353,0.5,0.2,0.2857142857142857,13,2,5,Which is the common prospect team of Mikhail Pashnin and Robin kovacs ?,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]","['dbo:notableWork', 'dbp:draftTeam', 'dbp:fields', 'dbp:playedFor', 'dbp:prospectTeam']",factoid,"[[8], [2]]"
7366,0.5,0.2,0.2857142857142857,13,2,5,What is the city nearest to the islands in the Northwestern Hawaiian Islands?,"[['dbp:archipelago'], ['dbp:nearestCity']]","['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:nearestCity', 'dbp:nearestCity']",factoid,"[[9], [9]]"
7384,0.0,0.0,0.0,12,2,5,List the countries through which European rout E39 and E8 passes ?,"[['dbo:county'], ['dbo:county']]","['dbo:country', 'dbo:nationality', 'dbo:owningOrganisation', 'dbo:routeEnd', 'dbp:destinations']",list,"[[10], [10]]"
7413,0.0,0.0,0.0,9,1,5,Did Kaurismäki ever win the Grand Prix at Cannes?,[['dbo:award']],"['dbo:bronzeMedalist', 'dbo:religion', 'dbo:successor', 'dbp:firstDriver', 'dbp:residence']",boolean,[[67]]
7437,0.5,0.2,0.2857142857142857,9,2,5,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]","['dbo:author', 'dbo:starring', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid,"[[61], [31]]"
7461,0.5,0.2,0.2857142857142857,10,2,5,What shows are aired on sister channels of BBC Parliaments,"[['dbo:network'], ['dbp:sisterNames']]","['dbo:genre', 'dbo:type', 'dbp:network', 'dbp:sisterNames', 'dbp:sisterStations']",factoid,"[[23], [6]]"
7467,0.0,0.0,0.0,13,2,5,From which country did the Mauritius bank and the national commerce bank emerge?,"[['dbp:locationCountry'], ['dbp:locationCountry']]","['dbo:country', 'dbo:currency', 'dbo:nationality', 'dbp:deathPlace', 'dbp:region']",factoid,"[[14], [14]]"
7477,0.0,0.0,0.0,8,1,5,what game is a massively multiplayer online game?,[['dbo:genre']],"['dbo:locatedInArea', 'dbo:location', 'dbo:publisher', 'dbo:state', 'dbp:modes']",factoid,[[5588]]
7501,0.5,0.2,0.2857142857142857,15,2,5,What is the place of birth of the jockey who breeded De La Rose ?,"[['dbo:breeder'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:location', 'dbp:placeOfBirth', 'dbp:placeOfDeath']",factoid,"[[4], [1526]]"
7508,0.0,0.0,0.0,3,1,5,What borders siberia?,[['dbo:border']],"['dbo:country', 'dbo:locatedInArea', 'dbo:region', 'dbo:state', 'dbo:type']",factoid,[[9]]
7516,0.5,0.2,0.2857142857142857,14,2,5,Who was the prime minister under which the predecessor of Derick Heathcoat Amory served?,"[['dbp:successor'], ['dbp:primeminister']]","['dbo:predecessor', 'dbo:region', 'dbo:successor', 'dbp:predecessor', 'dbp:primeminister']",factoid,"[[34], [16]]"
7527,0.0,0.0,0.0,14,1,5,"The Information: A History, a Theory, a Flood is a work of Isaac Newton?",[['dbo:previousWork']],"['dbo:distributor', 'dbo:literaryGenre', 'dbo:state', 'dbo:writer', 'dbp:author']",boolean,[[11]]
7533,0.0,0.0,0.0,6,1,5,what types of play is geist,[['dbp:modes']],"['dbo:genre', 'dbo:instrument', 'dbo:position', 'dbo:programmeFormat', 'dbo:type']",factoid,[[265]]
7558,0.0,0.0,0.0,9,1,5,Which are the countires where Pioneer Corporation has flourished?,[['dbp:country']],"['dbo:isPartOf', 'dbo:producer', 'dbo:region', 'dbo:state', 'dbp:location']",factoid,[[18]]
7566,0.0,0.0,0.0,8,1,5,Was Love Hurts in Short Cut Draw Blood?,[['dbp:album']],"['dbo:distributor', 'dbo:district', 'dbo:genre', 'dbo:state', 'dbp:genre']",boolean,[[7]]
7570,0.0,0.0,0.0,17,2,5,Who is the founder of the trade union with whom Amalgamated Clothing Workers of America is affiliated?,"[['dbo:affiliation'], ['dbp:founded']]","['dbo:foundedBy', 'dbo:founder', 'dbo:leaderName', 'dbp:affiliations', 'dbp:founder']",factoid,"[[15], [6]]"
7590,0.5,0.2,0.2857142857142857,8,2,5,Name some sports played in institutions of Maharashtra?,"[['dbp:state'], ['dbo:sport']]","['dbo:city', 'dbo:sport', 'dbo:state', 'dbp:athletics', 'dbp:province']",list,"[[21], [41]]"
7603,0.0,0.0,0.0,10,1,5,Which universities are also known as the Tulane Green wave?,[['dbp:nickname']],"['dbo:genre', 'dbo:isPartOf', 'dbo:knownFor', 'dbo:state', 'dbp:knownFor']",factoid,[[19]]
7611,0.5,0.2,0.2857142857142857,11,2,5,What are some developers which use Emacs Lisp in their projects?,"[['dbp:programmingLanguage'], ['dbo:developer']]","['dbo:computingPlatform', 'dbo:developer', 'dbo:product', 'dbp:developer', 'dbp:products']",factoid,"[[15], [222]]"
7638,0.5,0.2,0.2857142857142857,15,2,5,What is the total number of companies who use a language designed by Bjarne Stroustrup?,"[['dbp:programmingLanguage'], ['dbp:designer']]","['dbo:designer', 'dbo:language', 'dbo:operator', 'dbp:designer', 'dbp:developer']",factoid,"[[15], [21]]"
7662,0.5,0.2,0.2857142857142857,12,2,5,Which mountain range is the one with Ponte d'Aveneyre and Le Gibloux?,"[['dbo:mountainRange'], ['dbo:mountainRange']]","['dbo:locatedInArea', 'dbo:mountainRange', 'dbo:nationality', 'dbo:parentMountainPeak', 'dbo:region']",factoid,"[[61], [61]]"
7676,0.5,0.2,0.2857142857142857,10,2,5,What is the currency of the country of Kerguelen Islands?,"[['dbo:governmentType'], ['dbo:currency']]","['dbo:capital', 'dbo:currency', 'dbo:operator', 'dbo:recordLabel', 'dbp:currency']",factoid,"[[8], [21]]"
7705,0.5,0.2,0.2857142857142857,8,2,5,What are some movies written by British writers?,"[['dbo:writer'], ['dbo:nationality']]","['dbo:writer', 'dbp:author', 'dbp:language', 'dbp:screenplay', 'dbp:writer']",factoid,"[[1148], [266]]"
7706,0.0,0.0,0.0,11,2,5,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]","['dbo:artist', 'dbo:parent', 'dbo:region', 'dbp:ethnicity', 'dbp:license']",factoid,"[[20], [5588]]"
7749,0.5,0.2,0.2857142857142857,8,2,5,How many awards have been given to screenwriters?,"[['dbp:occupation'], ['dbp:awards']]","['dbo:award', 'dbo:occupation', 'dbo:writer', 'dbp:awards', 'dbp:screenplay']",count,"[[7], [50]]"
7769,0.5,0.2,0.2857142857142857,12,2,5,Where can I find people whose hometown is Ann Arbour in Michigan?,"[['dbp:homeTown'], ['dbo:residence']]","['dbo:birthPlace', 'dbo:deathPlace', 'dbo:hometown', 'dbo:residence', 'dbp:hometown']",factoid,"[[9], [34]]"
7783,0.5,0.2,0.2857142857142857,12,2,5,Which country had the county seats as History of Trier and Mediolanum?,"[['dbo:capital'], ['dbo:capital']]","['dbo:capital', 'dbo:country', 'dbo:countySeat', 'dbo:district', 'dbo:league']",factoid,"[[21], [21]]"
7800,0.5,0.2,0.2857142857142857,11,2,5,What is the subject of the book which preceded Sagan's Cosmos?,"[['dbo:previousWork'], ['dbp:subject']]","['dbo:author', 'dbo:nonFictionSubject', 'dbo:religion', 'dbo:subsequentWork', 'dbp:subject']",factoid,"[[11], [12]]"
7820,0.0,0.0,0.0,9,2,5,What are some organizations in Auckland created to do?,"[['dbp:location'], ['dbp:purpose']]","['dbo:foundedBy', 'dbo:location', 'dbp:creator', 'dbp:foundation', 'dbp:placeOfBirth']",factoid,"[[22], [15]]"
7823,0.5,0.2,0.2857142857142857,11,2,5,Which company ownes stock in Dagenham turbines and Ford Motor credit?,"[['dbp:owner'], ['dbp:owner']]","['dbo:automobilePlatform', 'dbo:parentCompany', 'dbp:owner', 'dbp:parent', 'dbp:products']",factoid,"[[51], [51]]"
7845,0.5,0.2,0.2857142857142857,9,2,5,Who is  venerated in  Judaism and Islam?,"[['dbo:veneratedIn'], ['dbo:veneratedIn']]","['dbo:parent', 'dbo:religion', 'dbo:veneratedIn', 'dbp:religion', 'dbp:veneratedIn']",factoid,"[[8], [8]]"
7850,0.0,0.0,0.0,9,1,5,What is a body of work by sean delaney,[['dbo:artist']],"['dbo:author', 'dbo:notableWork', 'dbo:occupation', 'dbo:restingPlace', 'dbo:writer']",factoid,[[1147]]
7860,0.5,0.2,0.2857142857142857,16,2,5,Name the sitcom with theme music composer as Julian Gingell and channel as Fox Broadcasting Company?,"[['dbo:channel'], ['dbp:themeMusicComposer']]","['dbp:channel', 'dbp:company', 'dbp:genre', 'dbp:network', 'dbp:themeMusicComposer']",list,"[[8], [28]]"
7861,0.5,0.2,0.2857142857142857,10,2,5,"Which religion do the people follow, whose constituency is Jadavpur?","[['dbp:constituency'], ['dbp:religion']]","['dbo:isPartOf', 'dbo:leaderName', 'dbo:location', 'dbo:religion', 'dbp:constituency']",factoid,"[[23], [78]]"
7877,0.0,0.0,0.0,5,1,5,How did Michael Jackson die?,[['dbp:deathCause']],"['dbo:child', 'dbo:deathCause', 'dbo:deathDate', 'dbp:birthPlace', 'dbp:placeOfDeath']",factoid,[[4]]
7884,0.5,0.2,0.2857142857142857,10,2,5,In which state can I find Burr Truss styled bridges?,"[['dbp:style'], ['dbo:state']]","['dbo:locatedInArea', 'dbo:state', 'dbo:writer', 'dbp:designer', 'dbp:state']",factoid,"[[4], [875]]"
7910,0.5,0.2,0.2857142857142857,13,2,5,For which team did both Butch Metzger and Brian Horwitz debuted ? ,"[['dbo:debutTeam'], ['dbo:debutTeam']]","['dbo:debutTeam', 'dbo:locationCity', 'dbo:team', 'dbp:birthPlace', 'dbp:debutteam']",factoid,"[[20], [20]]"
7921,0.5,0.2,0.2857142857142857,12,2,5,Give me the birthdays of all actors of the television show Charmed.,"[['dbo:starring'], ['dbo:birthDate']]","['dbo:birthPlace', 'dbo:starring', 'dbp:birthPlace', 'dbp:genre', 'dbp:starring']",list,"[[46], [9]]"
7927,0.0,0.0,0.0,10,1,5,In which city are the headquarters of the United Nations?,[['dbo:location']],"['dbo:deathPlace', 'dbo:foundationPlace', 'dbo:headquarter', 'dbo:leader', 'dbp:headquarters']",factoid,[[1670]]
7940,0.0,0.0,0.0,6,1,5,How many moons does Mars have?,[['dbp:satellites']],"['dbo:artist', 'dbp:birthPlace', 'dbp:mission', 'dbp:title', 'dbp:type']",count,[[1]]
7954,0.0,0.0,0.0,5,1,5,When was the Titanic completed?,[['dbo:completionDate']],"['dbo:country', 'dbo:locatedInArea', 'dbo:type', 'dbo:writer', 'dbp:modes']",factoid,[[1]]
7980,0.5,0.2,0.2857142857142857,17,2,5,Name the office holder who was married to Dolley Madison and has resting palce as Montpelier ?,"[['dbp:restingplace'], ['dbp:spouse']]","['dbo:partner', 'dbo:restingPlace', 'dbo:spouse', 'dbp:restingPlace', 'dbp:spouse']",list,"[[25], [19]]"
7996,0.0,0.0,0.0,7,1,5,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],"['dbo:genre', 'dbo:hometown', 'dbo:programmeFormat', 'dbo:publisher', 'dbo:recordLabel']",factoid,[[1]]
8019,0.5,0.2,0.2857142857142857,10,2,5,Which writer is famous for works written by Neil Gaiman?,"[['dbp:writers'], ['dbo:notableWork']]","['dbo:author', 'dbo:notableWork', 'dbp:author', 'dbp:notableworks', 'dbp:writer']",factoid,"[[10], [92]]"
8023,0.0,0.0,0.0,9,1,5,What continent is university senior college a part of?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:region', 'dbo:state', 'dbo:type']",factoid,[[1670]]
8044,0.0,0.0,0.0,15,1,5,who is the creator of so you want to be a rock n roll star,[['dbo:writer']],"['dbo:birthPlace', 'dbo:creator', 'dbo:developer', 'dbo:genre', 'dbo:hometown']",factoid,[[1148]]
8052,0.5,0.2,0.2857142857142857,13,2,5,"Through which important cities the does the river originating from the Duwamish, flow?","[['dbo:source'], ['dbo:city']]","['dbo:city', 'dbo:sourceMountain', 'dbp:cities', 'dbp:city', 'dbp:keyPeople']",factoid,"[[13], [1218]]"
8057,0.5,0.2,0.2857142857142857,17,2,5,Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?,"[['dbp:fields'], ['dbp:fields']]","['dbo:country', 'dbo:field', 'dbp:fields', 'dbp:mainInterests', 'dbp:religion']",count,"[[20], [20]]"
8065,0.5,0.2,0.2857142857142857,8,2,5,In how many languages did Marika Gombitova sing?,"[['dbp:artist'], ['dbp:language']]","['dbo:language', 'dbo:region', 'dbo:starring', 'dbp:language', 'dbp:region']",count,"[[38], [12]]"
8067,0.0,0.0,0.0,10,2,5,Who all have been presenters on shows by the NBC?,"[['dbo:channel'], ['dbp:presenter']]","['dbo:presenter', 'dbo:producer', 'dbp:channel', 'dbp:company', 'dbp:network']",factoid,"[[8], [8]]"
8079,0.5,0.2,0.2857142857142857,16,2,5,How many factions have fought in wars where Francois Marie Le Marchand de Lignery was involved?,"[['dbo:battle'], ['dbp:combatant']]","['dbo:relation', 'dbp:battles', 'dbp:combatant', 'dbp:commander', 'dbp:office']",count,"[[293], [14]]"
8109,0.5,0.2,0.2857142857142857,11,2,5,What is the birthplace of Liudmila Privivkova and Qadir Huseynov ?,"[['dbo:birthPlace'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:nationality', 'dbo:party', 'dbp:birthplace', 'dbp:placeOfDeath']",factoid,"[[4201], [4201]]"
