,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
138,1.0,1.0,1.0,5,1,2,Who was born in Cralova?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
139,1.0,1.0,1.0,8,1,1,what position does ed swartwood play in baseball?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
140,1.0,1.0,1.0,8,1,1,What kind of music did Lou Reed play?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
141,1.0,1.0,1.0,7,1,1,what albums are by the misfits (band),[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
142,1.0,1.0,1.0,9,1,1,Where was princess elizabeth of yugoslavia's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
143,1.0,1.0,1.0,9,1,1,who are military personnel involved in world war ii,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:battle']],['dbo:battle'],factoid
144,1.0,1.0,1.0,8,1,2,What actor was born in newcastle upon tyne?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
145,0.5,0.5,0.5,10,2,2,What cities are around the sea which flows into Marmara?,"[['dbp:inflow'], ['dbp:cities']]","['dbo:outflow', 'dbp:cities']",factoid,0.5,1.0,0.6666666666666666,10,2,1,"[['dbp:inflow'], ['dbp:cities']]",['dbp:cities'],factoid
147,1.0,1.0,1.0,7,1,1,whats the name of a korean composer,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
148,1.0,1.0,1.0,6,1,2,who was born in new jersey,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
149,1.0,1.0,1.0,9,1,1,What is the name of a progressive rock album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
150,1.0,1.0,1.0,7,1,2,"which sitarist was born in varanasi, india?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
152,0.5,1.0,0.6666666666666666,15,2,1,Which companies are founded in the city of which Collin County Texas is a part?,"[['dbo:foundationPlace'], ['dbo:part']]",['dbo:foundationPlace'],factoid,0.5,1.0,0.6666666666666666,15,2,1,"[['dbo:foundationPlace'], ['dbo:part']]",['dbo:foundationPlace'],factoid
153,1.0,1.0,1.0,5,1,1,which album is considered post-punk,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
154,1.0,1.0,1.0,8,1,1,what is a composition by j. d. souther,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
155,1.0,1.0,1.0,11,1,1,what is the name of a city in mountain time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
158,1.0,1.0,1.0,4,1,1,Name a k-pop artist,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,4,1,1,[['dbo:genre']],['dbo:genre'],list
159,1.0,1.0,1.0,11,1,1,what genre is a diamond rio christmas: the star still shines?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
161,1.0,1.0,1.0,11,1,1,what kind of program was i want to be a hilton?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
163,1.0,1.0,1.0,9,1,1,what is the place of birth of sam edwards?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
164,1.0,1.0,1.0,6,1,7,what's a market town within england,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list
165,1.0,1.0,1.0,14,1,1,whats the name of a baseball player who plays as a  right fielder,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:position']],['dbo:position'],factoid
166,1.0,1.0,1.0,8,1,1,"what is the time zone of twisp, washington",[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
167,1.0,1.0,1.0,12,1,1,what is the name of an album that big drill car created,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:artist']],['dbo:artist'],factoid
168,1.0,1.0,1.0,10,1,1,what is the release type of o gosto da criação?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:type']],['dbo:type'],factoid
169,1.0,1.0,1.0,8,1,1,What kind of music does mike skinner perform?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
170,1.0,1.0,1.0,7,1,1,what is the profession of tarcy su?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
171,1.0,1.0,1.0,10,1,1,which 2004 film did haruki murakami provide the story for?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:writer']],['dbo:writer'],factoid
173,1.0,1.0,1.0,8,1,1,what kind of school was raymore–peculiar high school,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
174,1.0,1.0,1.0,6,1,1,Who's a politician born in karaj,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
176,1.0,0.8571428571428571,0.923076923076923,16,1,7,What is the name of a mountain peak located in the north american state of georgia?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,16,1,1,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",['dbo:locatedInArea'],factoid
177,1.0,1.0,1.0,13,1,1,What is a film ric waite is known for having been the cinematographer?,[['dbo:cinematography']],['dbo:cinematography'],factoid,1.0,1.0,1.0,13,1,1,[['dbo:cinematography']],['dbo:cinematography'],factoid
179,1.0,0.6666666666666666,0.8,6,1,3,is mentana in italy or russia,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:locatedInArea', 'dbo:region']",boolean,1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",boolean
180,1.0,1.0,1.0,5,1,1,Where was ferdinand chalandon born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
181,1.0,1.0,1.0,6,1,7,What universities are located in india,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
182,1.0,1.0,1.0,9,1,1,what kind of music is becky hobbs known for?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
183,1.0,1.0,1.0,6,1,1,what tourist attraction is in revelstoke,[['dbo:location']],['dbo:location'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:location']],['dbo:location'],factoid
184,1.0,1.0,1.0,4,1,1,What genre is more?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:genre']],['dbo:genre'],factoid
185,1.0,1.0,1.0,6,1,1,what film did joe carnahan write,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
186,1.0,1.0,1.0,7,1,1,Pointe d'Aveneyre belongs to which mountain range?,[['dbo:mountainRange']],['dbo:mountainRange'],list,1.0,1.0,1.0,7,1,1,[['dbo:mountainRange']],['dbo:mountainRange'],list
187,1.0,1.0,1.0,10,1,1,who was the cinematographer for el monasterio de los buitres,[['dbo:cinematography']],['dbo:cinematography'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:cinematography']],['dbo:cinematography'],factoid
188,1.0,1.0,1.0,7,1,1,What soccer position does krasimir krastev play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
190,1.0,1.0,1.0,7,1,1,What genre of music does sunlightsquare perform?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
191,1.0,1.0,1.0,8,1,1,what ideology is the political party mebyon kernow?,[['dbo:ideology']],['dbo:ideology'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:ideology']],['dbo:ideology'],factoid
192,1.0,1.0,1.0,9,1,1,who are some of the advisors of brenda milner?,[['dbo:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid
193,1.0,0.5,0.6666666666666666,6,1,2,Which country is virginia airport in?,[['dbo:city']],"['dbo:city', 'dbo:location']",factoid,1.0,0.5,0.6666666666666666,6,1,2,[['dbo:city']],"['dbo:city', 'dbo:location']",factoid
194,1.0,1.0,1.0,11,1,1,which kind of book is raiders of the lost car park,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
195,1.0,1.0,1.0,7,1,1,what is a public school (government funded)?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type'],factoid
196,1.0,1.0,1.0,7,1,1,which school is a magnet school category,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type'],factoid
197,1.0,1.0,1.0,5,1,1,what music does thebigsir play?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
198,1.0,1.0,1.0,7,1,1,what is a song by the ataris,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
200,1.0,1.0,1.0,6,1,1,what position does charlie moore play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
201,1.0,1.0,1.0,6,1,1,What arcade game did sega publish?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
202,1.0,1.0,1.0,6,1,1,where did reggie carter pass away?,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,1.0,1.0,1.0,6,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid
203,1.0,1.0,1.0,8,1,1,What kind of music was in american beauty,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
204,1.0,1.0,1.0,8,1,1,Which genre of music does  kiwa make,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
205,1.0,1.0,1.0,9,1,1,what is the name of a rock music album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
206,1.0,1.0,1.0,8,1,1,what type of music does eric gravátt perform,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
207,1.0,0.6666666666666666,0.8,7,1,3,"What district is salempur, uttar pradesh in?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf', 'dbo:state']",factoid,1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
208,1.0,1.0,1.0,3,1,1,Who plays piano?,[['dbo:instrument']],['dbo:instrument'],factoid,1.0,1.0,1.0,3,1,1,[['dbo:instrument']],['dbo:instrument'],factoid
209,1.0,1.0,1.0,7,1,7,What's a wetland site located in australia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,7,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
210,1.0,1.0,1.0,7,1,1,dajas book was written in which language?,[['dbo:language']],['dbo:language'],list,1.0,1.0,1.0,7,1,1,[['dbo:language']],['dbo:language'],list
211,1.0,1.0,1.0,4,1,1,Who makes doom metal,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:genre']],['dbo:genre'],factoid
212,1.0,1.0,1.0,9,1,1,where on earth did r. j. s. stevens die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
214,1.0,1.0,1.0,7,1,2,which city can yelahanka be found in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
215,1.0,1.0,1.0,7,1,2,"Name a beach in houghton county, michigan","[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list,1.0,1.0,1.0,7,1,2,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list
217,1.0,1.0,1.0,14,1,1,what is the name of a location found in the central european time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
218,0.5,1.0,0.6666666666666666,18,2,1,Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",['dbo:servingRailwayLine'],factoid,0.5,1.0,0.6666666666666666,18,2,1,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",['dbp:placeOfBirth'],factoid
219,1.0,1.0,1.0,7,1,1,Which football position does nizami hajiyev play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
222,1.0,1.0,1.0,5,1,1,"Who composed ""take your mama""?",[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer'],factoid
223,1.0,1.0,1.0,5,1,1,who wrote the work uglies?,[['dbo:author']],['dbo:author'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:author']],['dbo:author'],factoid
224,1.0,1.0,1.0,7,1,1,"What genre is the album ""Soulful Brass""?",[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
225,1.0,1.0,1.0,6,1,1,Which newspaper is circulated around bilbao,[['dbo:headquarter']],['dbo:headquarter'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:headquarter']],['dbo:headquarter'],factoid
226,1.0,1.0,1.0,9,1,1,what is the gameplay mode of virtua tennis 4?,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,9,1,1,[['dbp:modes']],['dbp:modes'],factoid
227,1.0,1.0,1.0,9,1,1,who is a known person born in  lausanne,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
228,0.5,0.5,0.5,15,2,2,Which show's network is Prime time Entertainment and has Douglas Netter as executive producer ?,"[['dbo:executiveProducer'], ['dbp:network']]","['dbo:executiveProducer', 'dbo:network']",factoid,0.5,1.0,0.6666666666666666,15,2,1,"[['dbo:executiveProducer'], ['dbp:network']]",['dbo:executiveProducer'],factoid
229,1.0,1.0,1.0,12,1,1,In which country did the tv program live in style originate in?,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:country']],['dbo:country'],factoid
230,1.0,1.0,1.0,8,1,1,what is an affected area of typhoon aere,[['dbp:areas']],['dbp:areas'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:areas']],['dbp:areas'],factoid
231,1.0,1.0,1.0,5,1,1,What's a game with multiplayer,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,5,1,1,[['dbp:modes']],['dbp:modes'],factoid
232,1.0,1.0,1.0,7,1,1,what are some electronic dance music artists?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
233,0.5,1.0,0.6666666666666666,12,2,1, Who astronaut from NASA was on the mission of Apollo 11?,"[['dbp:mission'], ['dbp:type']]",['dbp:mission'],factoid,0.5,1.0,0.6666666666666666,12,2,1,"[['dbp:mission'], ['dbp:type']]",['dbp:mission'],factoid
234,1.0,0.5,0.6666666666666666,7,1,2,which city did duran duran originate from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,1.0,1.0,7,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
235,1.0,1.0,1.0,7,1,1,Which company owns the radio station wmfs?,[['dbo:owner']],['dbo:owner'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:owner']],['dbo:owner'],factoid
236,1.0,1.0,1.0,7,1,1,What city was pedro matías born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
237,1.0,1.0,1.0,10,1,1,whats the name of an artist under metal blade records,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
239,1.0,1.0,1.0,6,1,1,what artist makes rock music music?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
240,1.0,1.0,1.0,7,1,1,what is the nationality of torbjörn nilsson?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
241,1.0,1.0,1.0,8,1,1,which netflix genre is the title maría isabel,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
243,1.0,1.0,1.0,9,1,1,What is an alternative metal genre album by Betzefer?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
244,1.0,1.0,1.0,7,1,1,What's a gameplay mode available in shizuku,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,7,1,1,[['dbp:modes']],['dbp:modes'],factoid
245,1.0,1.0,1.0,5,1,1,where was asit sen born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
246,0.5,1.0,0.6666666666666666,20,2,1,What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?,"[['dbp:architecturalStyle'], ['dbo:religion']]",['dbo:religion'],factoid,0.5,1.0,0.6666666666666666,20,2,1,"[['dbp:architecturalStyle'], ['dbo:religion']]",['dbo:religion'],factoid
247,1.0,1.0,1.0,9,1,7,What is the name of a town in india?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,9,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
248,1.0,1.0,1.0,8,1,1,What is a game with multiplayer play mode?,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:modes']],['dbp:modes'],factoid
249,1.0,1.0,1.0,8,1,1,who did the music for the film youngblood,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
251,1.0,1.0,1.0,10,1,1,What is a commune located in central european time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
252,1.0,1.0,1.0,5,1,1,where was barry seal born,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
253,1.0,1.0,1.0,6,1,1,where did wilbur j. cohen die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
254,1.0,1.0,1.0,6,1,1,What position does björn anklev play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
256,1.0,1.0,1.0,10,1,1,What was in the film story credits for alejandro jodorowsky,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:writer']],['dbo:writer'],factoid
257,1.0,1.0,1.0,8,1,1,what country was los santos reyes filmed in?,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:country']],['dbo:country'],factoid
258,1.0,1.0,1.0,8,1,2,what is a lake located in bitlis province,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,1.0,1.0,1.0,8,1,1,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]",['dbo:location'],factoid
259,1.0,1.0,1.0,6,1,1,Where did karl thomas mozart die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
261,1.0,1.0,1.0,7,1,1,Which genre does zach ashton fall in?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
262,1.0,1.0,1.0,6,1,1,Which film did lindsay anderson write?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
265,1.0,1.0,1.0,8,1,1,what type of music does jerry horton create,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
266,1.0,1.0,1.0,6,1,1,Who is a notable dance-pop artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
267,1.0,1.0,1.0,6,1,1,which artists play uk garage music?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
269,1.0,1.0,1.0,5,1,1,what is susana giménez's profession?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
